,train_scores_1,valid_scores_1,train_scores_2,valid_scores_2,train_scores_3,valid_scores_3
214,{'mean_absolute_error': 0.20576703930566526},{'mean_absolute_error': 1.1534230712660771},{'mean_absolute_error': 0.22582253836208122},{'mean_absolute_error': 1.0840336984573051},{'mean_absolute_error': 0.21298773997797854},{'mean_absolute_error': 1.046644074863933}
215,{'mean_absolute_error': 0.2110306228433452},{'mean_absolute_error': 1.1409372898238266},{'mean_absolute_error': 0.20587459826210078},{'mean_absolute_error': 1.0826125756839855},{'mean_absolute_error': 0.1991433904511123},{'mean_absolute_error': 1.113034269410457}
216,{'mean_absolute_error': 0.19688183184365907},{'mean_absolute_error': 1.146996921364298},{'mean_absolute_error': 0.2049558337018827},{'mean_absolute_error': 1.0975320629810925},{'mean_absolute_error': 0.22597237439717296},{'mean_absolute_error': 1.090811970261967}
217,{'mean_absolute_error': 0.18590740883363382},{'mean_absolute_error': 1.1388586033276786},{'mean_absolute_error': 0.2634824523271591},{'mean_absolute_error': 1.1057004725595603},{'mean_absolute_error': 0.19120490054728148},{'mean_absolute_error': 1.050870664681465}
218,{'mean_absolute_error': 0.20578918670037802},{'mean_absolute_error': 1.1302510964437713},{'mean_absolute_error': 0.21979780996659784},{'mean_absolute_error': 1.1050867176742805},{'mean_absolute_error': 0.20140761720373143},{'mean_absolute_error': 1.112862079773945}
219,{'mean_absolute_error': 0.19502886275165252},{'mean_absolute_error': 1.1488436110815992},{'mean_absolute_error': 0.21198474524074618},{'mean_absolute_error': 1.1070062318027247},{'mean_absolute_error': 0.2018768756147845},{'mean_absolute_error': 1.0702917440065858}
220,{'mean_absolute_error': 0.23121885148209953},{'mean_absolute_error': 1.1463185170402628},{'mean_absolute_error': 0.31041463268900554},{'mean_absolute_error': 1.139283880733623},{'mean_absolute_error': 0.19389502280099907},{'mean_absolute_error': 1.0638481706707594}
221,{'mean_absolute_error': 0.1965309495250241},{'mean_absolute_error': 1.1517400842713024},{'mean_absolute_error': 0.2354788018425439},{'mean_absolute_error': 1.0773214937120719},{'mean_absolute_error': 0.21408240463435546},{'mean_absolute_error': 1.0310175370069408}
222,{'mean_absolute_error': 0.2007895777067941},{'mean_absolute_error': 1.1244229668094436},{'mean_absolute_error': 0.22844587015178863},{'mean_absolute_error': 1.1008637663969476},{'mean_absolute_error': 0.20036374467791632},{'mean_absolute_error': 1.066992238197537}
223,{'mean_absolute_error': 0.2069558409002316},{'mean_absolute_error': 1.1632079336466348},{'mean_absolute_error': 0.253611603195027},{'mean_absolute_error': 1.079453786597291},{'mean_absolute_error': 0.18017015876088818},{'mean_absolute_error': 1.0674632892372726}
224,{'mean_absolute_error': 0.1980105301024079},{'mean_absolute_error': 1.138020298317481},{'mean_absolute_error': 0.21809421150848887},{'mean_absolute_error': 1.1044787445542477},{'mean_absolute_error': 0.17981350205580587},{'mean_absolute_error': 1.0650789283312745}
225,{'mean_absolute_error': 0.1949391349353196},{'mean_absolute_error': 1.1437003811228819},{'mean_absolute_error': 0.22519125385454855},{'mean_absolute_error': 1.111237085586208},{'mean_absolute_error': 0.19367270903150932},{'mean_absolute_error': 1.0638664488748661}
226,{'mean_absolute_error': 0.1814712480403865},{'mean_absolute_error': 1.1254086994101908},{'mean_absolute_error': 0.1990186661069838},{'mean_absolute_error': 1.0999248170048816},{'mean_absolute_error': 0.20093462244761504},{'mean_absolute_error': 1.0473914396278365}
227,{'mean_absolute_error': 0.19409059696630318},{'mean_absolute_error': 1.139540695751035},{'mean_absolute_error': 0.20708158961298453},{'mean_absolute_error': 1.1247676645270743},{'mean_absolute_error': 0.21433637195523678},{'mean_absolute_error': 1.0596976497370747}
228,{'mean_absolute_error': 0.19120654906146298},{'mean_absolute_error': 1.136630363881851},{'mean_absolute_error': 0.20515127417894186},{'mean_absolute_error': 1.1063934121115304},{'mean_absolute_error': 0.2496348670697973},{'mean_absolute_error': 1.099403085400193}
229,{'mean_absolute_error': 0.2142542802328106},{'mean_absolute_error': 1.126129114824373},{'mean_absolute_error': 0.20353142424244772},{'mean_absolute_error': 1.0994984214957406},{'mean_absolute_error': 0.18660180361205467},{'mean_absolute_error': 1.044867777103179}
230,{'mean_absolute_error': 0.17880623688968186},{'mean_absolute_error': 1.1372014280714606},{'mean_absolute_error': 0.2302728674923268},{'mean_absolute_error': 1.0975172775431772},{'mean_absolute_error': 0.19691399381487715},{'mean_absolute_error': 1.0866696684426171}
231,{'mean_absolute_error': 0.20788854512116536},{'mean_absolute_error': 1.1323739035178277},{'mean_absolute_error': 0.21718043673400253},{'mean_absolute_error': 1.1021838817023586},{'mean_absolute_error': 0.18707149922929592},{'mean_absolute_error': 1.0764776800164604}
232,{'mean_absolute_error': 0.20448557610374185},{'mean_absolute_error': 1.159647568227028},{'mean_absolute_error': 0.23250159322798475},{'mean_absolute_error': 1.073338598707414},{'mean_absolute_error': 0.20273387471545698},{'mean_absolute_error': 1.0909990686490538}
233,{'mean_absolute_error': 0.19384851147297166},{'mean_absolute_error': 1.13669256594592},{'mean_absolute_error': 0.19288295090557758},{'mean_absolute_error': 1.0935940622654434},{'mean_absolute_error': 0.24413369149529626},{'mean_absolute_error': 1.0850301959617914}
234,{'mean_absolute_error': 0.1995796978795266},{'mean_absolute_error': 1.148012524216074},{'mean_absolute_error': 0.2175423952382775},{'mean_absolute_error': 1.097013264918564},{'mean_absolute_error': 0.20113962875371094},{'mean_absolute_error': 1.0834611294179153}
235,{'mean_absolute_error': 0.18894845855702633},{'mean_absolute_error': 1.1444146412669525},{'mean_absolute_error': 0.22779364381807166},{'mean_absolute_error': 1.0918350556919236},{'mean_absolute_error': 0.17277986498162845},{'mean_absolute_error': 1.0614344576822312}
236,{'mean_absolute_error': 0.19367477723168866},{'mean_absolute_error': 1.152390866081628},{'mean_absolute_error': 0.1936538525993852},{'mean_absolute_error': 1.0924367562479829},{'mean_absolute_error': 0.182241676688583},{'mean_absolute_error': 1.0634340326711176}
237,{'mean_absolute_error': 0.17313011050550792},{'mean_absolute_error': 1.120140027432947},{'mean_absolute_error': 0.18579874712930858},{'mean_absolute_error': 1.0792130607445092},{'mean_absolute_error': 0.18006028935255994},{'mean_absolute_error': 1.0639603836991325}
238,{'mean_absolute_error': 0.2019792718048627},{'mean_absolute_error': 1.1227588101544317},{'mean_absolute_error': 0.279793137468255},{'mean_absolute_error': 1.0928752106961708},{'mean_absolute_error': 0.22555006301148126},{'mean_absolute_error': 1.026282499187715}
239,{'mean_absolute_error': 0.18225194112058854},{'mean_absolute_error': 1.1253502358976564},{'mean_absolute_error': 0.22072058017182616},{'mean_absolute_error': 1.1021314552683625},{'mean_absolute_error': 0.24083693623773683},{'mean_absolute_error': 1.017020315802323}
240,{'mean_absolute_error': 0.2366785603055809},{'mean_absolute_error': 1.1246784602440816},{'mean_absolute_error': 0.18938941971762513},{'mean_absolute_error': 1.0907550023116939},{'mean_absolute_error': 0.18443040917185008},{'mean_absolute_error': 1.0504926063368776}
241,{'mean_absolute_error': 0.2117055973988685},{'mean_absolute_error': 1.120171248704153},{'mean_absolute_error': 0.21305268875268318},{'mean_absolute_error': 1.073905174153374},{'mean_absolute_error': 0.17387636734887293},{'mean_absolute_error': 1.0488743565953498}
242,{'mean_absolute_error': 0.17158280505267026},{'mean_absolute_error': 1.1182028655093832},{'mean_absolute_error': 0.19144273387780378},{'mean_absolute_error': 1.1009990573575614},{'mean_absolute_error': 0.20246604465459034},{'mean_absolute_error': 1.0336299480548647}
243,{'mean_absolute_error': 0.16562321030911892},{'mean_absolute_error': 1.130100302301106},{'mean_absolute_error': 0.28005782381289795},{'mean_absolute_error': 1.1106853984162812},{'mean_absolute_error': 0.18220481254448254},{'mean_absolute_error': 1.0388733945005875}
244,{'mean_absolute_error': 0.17198753170566955},{'mean_absolute_error': 1.130444654104426},{'mean_absolute_error': 0.19569426563136946},{'mean_absolute_error': 1.0692825971493767},{'mean_absolute_error': 0.19726998319022387},{'mean_absolute_error': 1.0614277861364536}
245,{'mean_absolute_error': 0.20629444274738426},{'mean_absolute_error': 1.1359291058212873},{'mean_absolute_error': 0.18476586192030334},{'mean_absolute_error': 1.0770975885031544},{'mean_absolute_error': 0.21716557519294918},{'mean_absolute_error': 1.0819930755483949}
246,{'mean_absolute_error': 0.19504526951998605},{'mean_absolute_error': 1.112185649031003},{'mean_absolute_error': 0.20758431025140456},{'mean_absolute_error': 1.1063165335174583},{'mean_absolute_error': 0.1918700164721855},{'mean_absolute_error': 1.0470934471795248}
247,{'mean_absolute_error': 0.2256537517060537},{'mean_absolute_error': 1.1423406385767052},{'mean_absolute_error': 0.20723564312017412},{'mean_absolute_error': 1.0752095287434054},{'mean_absolute_error': 0.22004714025219943},{'mean_absolute_error': 1.0572919852465466}
248,{'mean_absolute_error': 0.17313847287854936},{'mean_absolute_error': 1.1212607685691598},{'mean_absolute_error': 0.23407855768807614},{'mean_absolute_error': 1.0816865276419703},{'mean_absolute_error': 0.17039040496791197},{'mean_absolute_error': 1.0447011033024487}
249,{'mean_absolute_error': 0.18642738755426802},{'mean_absolute_error': 1.1180087341671665},{'mean_absolute_error': 0.18034827842167567},{'mean_absolute_error': 1.0713209918301838},{'mean_absolute_error': 0.3366703883150186},{'mean_absolute_error': 1.0629329930252298}
