,train_scores_1,valid_scores_1,train_scores_2,valid_scores_2,train_scores_3,valid_scores_3
219,{'mean_absolute_error': 1.4355258015928873},{'mean_absolute_error': 3.6089544776970914},{'mean_absolute_error': 1.4154705066182363},{'mean_absolute_error': 2.985187657310017},{'mean_absolute_error': 1.4820946355298985},{'mean_absolute_error': 3.5164916164213404}
220,{'mean_absolute_error': 1.4438514516012617},{'mean_absolute_error': 3.6310651650099413},{'mean_absolute_error': 1.3371418668220962},{'mean_absolute_error': 3.036321215339244},{'mean_absolute_error': 1.463062322519741},{'mean_absolute_error': 3.6529563908992846}
221,{'mean_absolute_error': 1.4722025941238195},{'mean_absolute_error': 3.676984379539},{'mean_absolute_error': 1.519531964710347},{'mean_absolute_error': 3.2744358354924197},{'mean_absolute_error': 1.4571252991218284},{'mean_absolute_error': 3.5017302505712733}
222,{'mean_absolute_error': 1.400387405390237},{'mean_absolute_error': 3.6286959774551018},{'mean_absolute_error': 1.4407043433431284},{'mean_absolute_error': 2.967162297538621},{'mean_absolute_error': 1.510369466942915},{'mean_absolute_error': 3.4196543103634256}
223,{'mean_absolute_error': 1.513976821062668},{'mean_absolute_error': 3.6633118873985016},{'mean_absolute_error': 1.4730525140511093},{'mean_absolute_error': 3.005885922917386},{'mean_absolute_error': 1.4356804861355972},{'mean_absolute_error': 3.6809332673087085}
224,{'mean_absolute_error': 1.4154294358185446},{'mean_absolute_error': 3.6938634023008228},{'mean_absolute_error': 1.3264430580968531},{'mean_absolute_error': 3.1368351900069285},{'mean_absolute_error': 1.4377734006375746},{'mean_absolute_error': 3.688290203275819}
225,{'mean_absolute_error': 1.5154548184784074},{'mean_absolute_error': 3.6735172341132727},{'mean_absolute_error': 1.3399192563803086},{'mean_absolute_error': 3.0834458805146494},{'mean_absolute_error': 1.4426516543124615},{'mean_absolute_error': 3.5133791573833206}
226,{'mean_absolute_error': 1.4032040696013024},{'mean_absolute_error': 3.5729155782210373},{'mean_absolute_error': 1.4258581971910216},{'mean_absolute_error': 2.9932774261248785},{'mean_absolute_error': 1.4647342764644957},{'mean_absolute_error': 3.457214969037851}
227,{'mean_absolute_error': 1.4602918470122972},{'mean_absolute_error': 3.700682721935851},{'mean_absolute_error': 1.3542117620919294},{'mean_absolute_error': 3.1601691936361873},{'mean_absolute_error': 1.429680764275926},{'mean_absolute_error': 3.5570089506262508}
228,{'mean_absolute_error': 1.5505162071273129},{'mean_absolute_error': 3.629377100679521},{'mean_absolute_error': 1.5368417189311432},{'mean_absolute_error': 3.1823226841938372},{'mean_absolute_error': 1.44406163669315},{'mean_absolute_error': 3.594629448221007}
229,{'mean_absolute_error': 1.460065862001258},{'mean_absolute_error': 3.5880583308440346},{'mean_absolute_error': 1.4672128025235447},{'mean_absolute_error': 2.9535100468849462},{'mean_absolute_error': 1.5733912131897199},{'mean_absolute_error': 3.5480707739888784}
230,{'mean_absolute_error': 1.4154160903887976},{'mean_absolute_error': 3.5556852335999616},{'mean_absolute_error': 1.3176930274320326},{'mean_absolute_error': 3.0381734384214245},{'mean_absolute_error': 1.5515801241824496},{'mean_absolute_error': 3.7144579446175556}
231,{'mean_absolute_error': 1.3751806681977414},{'mean_absolute_error': 3.6439262512745576},{'mean_absolute_error': 1.397319442955923},{'mean_absolute_error': 3.179558011743775},{'mean_absolute_error': 1.4029580270266104},{'mean_absolute_error': 3.748606631704857}
232,{'mean_absolute_error': 1.3805594866774897},{'mean_absolute_error': 3.691097227693719},{'mean_absolute_error': 1.309755312969851},{'mean_absolute_error': 3.1016714485473718},{'mean_absolute_error': 1.4757977491871457},{'mean_absolute_error': 3.5861986200617566}
233,{'mean_absolute_error': 1.4250741141245116},{'mean_absolute_error': 3.697729530014492},{'mean_absolute_error': 1.3315882726694437},{'mean_absolute_error': 3.126907328324725},{'mean_absolute_error': 1.6689355828829389},{'mean_absolute_error': 3.3419596493485746}
234,{'mean_absolute_error': 1.402096290277598},{'mean_absolute_error': 3.5968826013428683},{'mean_absolute_error': 1.357161525753184},{'mean_absolute_error': 2.9725949150383606},{'mean_absolute_error': 1.446984501362754},{'mean_absolute_error': 3.6916792258467352}
235,{'mean_absolute_error': 1.4286696520875475},{'mean_absolute_error': 3.5308309950076073},{'mean_absolute_error': 1.3448096318434901},{'mean_absolute_error': 2.9878035562578735},{'mean_absolute_error': 1.4696803363358446},{'mean_absolute_error': 3.8041897238332076}
236,{'mean_absolute_error': 1.4065162365436998},{'mean_absolute_error': 3.6429659532974856},{'mean_absolute_error': 1.3514816291978158},{'mean_absolute_error': 2.9958809479780255},{'mean_absolute_error': 1.5566970281915493},{'mean_absolute_error': 3.398115658727182}
237,{'mean_absolute_error': 1.406712587373082},{'mean_absolute_error': 3.7351135738181602},{'mean_absolute_error': 1.3166263958747815},{'mean_absolute_error': 3.158541477844614},{'mean_absolute_error': 1.5411626574505204},{'mean_absolute_error': 3.43451804578542}
238,{'mean_absolute_error': 1.4300892160915817},{'mean_absolute_error': 3.5655883394265286},{'mean_absolute_error': 1.4353243467575618},{'mean_absolute_error': 3.2751799943497115},{'mean_absolute_error': 1.4654567686696287},{'mean_absolute_error': 3.650217819339841}
239,{'mean_absolute_error': 1.4007025100749113},{'mean_absolute_error': 3.5816286766467686},{'mean_absolute_error': 1.3140484813048072},{'mean_absolute_error': 3.050335292404526},{'mean_absolute_error': 1.423227876933545},{'mean_absolute_error': 3.602153721952104}
240,{'mean_absolute_error': 1.4338382904002571},{'mean_absolute_error': 3.699520932365499},{'mean_absolute_error': 1.3151189093331215},{'mean_absolute_error': 3.028885787944972},{'mean_absolute_error': 1.4460272836802843},{'mean_absolute_error': 3.605576593223999}
241,{'mean_absolute_error': 1.389894255295752},{'mean_absolute_error': 3.5970527059314765},{'mean_absolute_error': 1.3072748213329226},{'mean_absolute_error': 3.0889728789687747},{'mean_absolute_error': 1.5835796667085027},{'mean_absolute_error': 3.6160751248416267}
242,{'mean_absolute_error': 1.4340902333951187},{'mean_absolute_error': 3.539408966336923},{'mean_absolute_error': 1.3277370702148266},{'mean_absolute_error': 3.0449711871917815},{'mean_absolute_error': 1.4966114137655513},{'mean_absolute_error': 3.4461606423717592}
243,{'mean_absolute_error': 1.45119592192739},{'mean_absolute_error': 3.803264682685486},{'mean_absolute_error': 1.4270805636305963},{'mean_absolute_error': 3.0326104719223643},{'mean_absolute_error': 1.509634618527194},{'mean_absolute_error': 3.770211475349422}
244,{'mean_absolute_error': 1.3859640037164602},{'mean_absolute_error': 3.631078124971002},{'mean_absolute_error': 1.316843256117686},{'mean_absolute_error': 3.0587586761801813},{'mean_absolute_error': 1.435666420723291},{'mean_absolute_error': 3.57272121147207}
245,{'mean_absolute_error': 1.3842625254472742},{'mean_absolute_error': 3.654084391621157},{'mean_absolute_error': 1.3285451641616026},{'mean_absolute_error': 3.0384429984085752},{'mean_absolute_error': 1.4573838633430256},{'mean_absolute_error': 3.464570671292797}
246,{'mean_absolute_error': 1.4949601981307379},{'mean_absolute_error': 3.640024006447293},{'mean_absolute_error': 1.287715950592374},{'mean_absolute_error': 3.1217411247620266},{'mean_absolute_error': 1.5189572260499955},{'mean_absolute_error': 3.681143042648196}
247,{'mean_absolute_error': 1.3564336599694065},{'mean_absolute_error': 3.653577182396979},{'mean_absolute_error': 1.3322120377646403},{'mean_absolute_error': 3.072035168028341},{'mean_absolute_error': 1.38881469361227},{'mean_absolute_error': 3.654171046869701}
248,{'mean_absolute_error': 1.3877434465935392},{'mean_absolute_error': 3.64039230865427},{'mean_absolute_error': 1.3504852124497269},{'mean_absolute_error': 2.9892630037652657},{'mean_absolute_error': 1.4467884198927043},{'mean_absolute_error': 3.658488961782774}
249,{'mean_absolute_error': 1.3916657447768588},{'mean_absolute_error': 3.5794995682948176},{'mean_absolute_error': 1.3014675375521614},{'mean_absolute_error': 3.0893373719819497},{'mean_absolute_error': 1.4716219503221608},{'mean_absolute_error': 3.4410542467286716}
