,train_scores_500,valid_scores_500,train_scores_1000,valid_scores_1000,train_scores_5000,valid_scores_5000,train_scores_7000,valid_scores_7000,train_scores_10000,valid_scores_10000,train_scores_15000,valid_scores_15000
152,{'mean_absolute_error': 0.7764446351610027},{'mean_absolute_error': 1.3380946577378132},{'mean_absolute_error': 0.8452317755719093},{'mean_absolute_error': 1.2756646379287733},{'mean_absolute_error': 0.9133990026601729},{'mean_absolute_error': 1.0702693922077875},{'mean_absolute_error': 0.8919135852579271},{'mean_absolute_error': 1.1748883998810886},{'mean_absolute_error': 0.8640556188858726},{'mean_absolute_error': 1.1384645987368227},{'mean_absolute_error': 0.8546835235987111},{'mean_absolute_error': 1.1112399921840972}
153,{'mean_absolute_error': 0.8296253008436674},{'mean_absolute_error': 1.3378136618520664},{'mean_absolute_error': 0.8475038624395307},{'mean_absolute_error': 1.2489913007409414},{'mean_absolute_error': 0.9008529158782326},{'mean_absolute_error': 1.0389658319633919},{'mean_absolute_error': 0.882651499436576},{'mean_absolute_error': 1.1902464003789992},{'mean_absolute_error': 0.8964125972939799},{'mean_absolute_error': 1.151851142601294},{'mean_absolute_error': 0.876378349265801},{'mean_absolute_error': 1.1381628526581877}
154,{'mean_absolute_error': 0.7938061202066299},{'mean_absolute_error': 1.3576704410134273},{'mean_absolute_error': 0.8430910608105162},{'mean_absolute_error': 1.250261606306359},{'mean_absolute_error': 0.9151782304618211},{'mean_absolute_error': 1.020182634909399},{'mean_absolute_error': 0.8744456987178714},{'mean_absolute_error': 1.185821828825009},{'mean_absolute_error': 0.8673921881133773},{'mean_absolute_error': 1.1274368563962927},{'mean_absolute_error': 0.8637083190678279},{'mean_absolute_error': 1.1678858637446938}
155,{'mean_absolute_error': 0.8256085062924248},{'mean_absolute_error': 1.3427732944346473},{'mean_absolute_error': 0.8353532344728622},{'mean_absolute_error': 1.3052263590323612},{'mean_absolute_error': 0.8946841852761175},{'mean_absolute_error': 1.0260484674344512},{'mean_absolute_error': 0.8586733319361043},{'mean_absolute_error': 1.1470317284593092},{'mean_absolute_error': 0.8865037338215861},{'mean_absolute_error': 1.140234397656629},{'mean_absolute_error': 0.8486577193958738},{'mean_absolute_error': 1.1423468267200025}
156,{'mean_absolute_error': 0.8475557633983878},{'mean_absolute_error': 1.4097848057770135},{'mean_absolute_error': 0.8401508246709254},{'mean_absolute_error': 1.2777969924351464},{'mean_absolute_error': 0.9270917715630671},{'mean_absolute_error': 1.087760581512662},{'mean_absolute_error': 0.8661134402542309},{'mean_absolute_error': 1.1558838652828103},{'mean_absolute_error': 0.8697758450451173},{'mean_absolute_error': 1.1281771082396272},{'mean_absolute_error': 0.8526005103207001},{'mean_absolute_error': 1.1313108318483904}
157,{'mean_absolute_error': 0.8213079106224768},{'mean_absolute_error': 1.3415344414418655},{'mean_absolute_error': 0.8401873902107231},{'mean_absolute_error': 1.2794295315180066},{'mean_absolute_error': 0.9051902513739084},{'mean_absolute_error': 1.0525966630162202},{'mean_absolute_error': 0.8705262161775021},{'mean_absolute_error': 1.1716626996662334},{'mean_absolute_error': 0.8669776836324543},{'mean_absolute_error': 1.1366060427705145},{'mean_absolute_error': 0.8764474767000516},{'mean_absolute_error': 1.1823594445534449}
158,{'mean_absolute_error': 0.7780930019505073},{'mean_absolute_error': 1.3518047170186827},{'mean_absolute_error': 0.854496110575742},{'mean_absolute_error': 1.3233893647981443},{'mean_absolute_error': 0.8931163075504442},{'mean_absolute_error': 1.0248600770020704},{'mean_absolute_error': 0.8517406798358521},{'mean_absolute_error': 1.1694371656805929},{'mean_absolute_error': 0.8689989558609357},{'mean_absolute_error': 1.1471276160361499},{'mean_absolute_error': 0.8521451942327215},{'mean_absolute_error': 1.1436510652205532}
159,{'mean_absolute_error': 0.7991442839187172},{'mean_absolute_error': 1.3404027503206457},{'mean_absolute_error': 0.8396716121042946},{'mean_absolute_error': 1.3094628093031608},{'mean_absolute_error': 0.8922793638413473},{'mean_absolute_error': 1.030589844771482},{'mean_absolute_error': 0.8562960530681416},{'mean_absolute_error': 1.1725885145552153},{'mean_absolute_error': 0.8873328860322169},{'mean_absolute_error': 1.1564998464065193},{'mean_absolute_error': 0.858871241342905},{'mean_absolute_error': 1.1720440271909836}
160,{'mean_absolute_error': 0.79683196995842},{'mean_absolute_error': 1.3743008666319716},{'mean_absolute_error': 0.8377204417044911},{'mean_absolute_error': 1.3074829956435658},{'mean_absolute_error': 0.8957638951703469},{'mean_absolute_error': 1.031613946680941},{'mean_absolute_error': 0.8627257590396645},{'mean_absolute_error': 1.1308670334377164},{'mean_absolute_error': 0.8693266274037248},{'mean_absolute_error': 1.1484813378571117},{'mean_absolute_error': 0.8733557722761045},{'mean_absolute_error': 1.1810302090459832}
161,{'mean_absolute_error': 0.8220517436955826},{'mean_absolute_error': 1.3527754834599688},{'mean_absolute_error': 0.9010383071324967},{'mean_absolute_error': 1.3536958559302463},{'mean_absolute_error': 0.8921976749960856},{'mean_absolute_error': 1.032762975030537},{'mean_absolute_error': 0.8502315632315572},{'mean_absolute_error': 1.1580141835370046},{'mean_absolute_error': 0.8578418097743881},{'mean_absolute_error': 1.1238329692686349},{'mean_absolute_error': 0.8428033911873987},{'mean_absolute_error': 1.1493102297846685}
162,{'mean_absolute_error': 0.7980887168135822},{'mean_absolute_error': 1.3745000495837567},{'mean_absolute_error': 0.8342746475842796},{'mean_absolute_error': 1.3319444043503892},{'mean_absolute_error': 0.8988580141110214},{'mean_absolute_error': 1.0497675795877333},{'mean_absolute_error': 0.8616947873729767},{'mean_absolute_error': 1.17890372094664},{'mean_absolute_error': 0.8651359056411283},{'mean_absolute_error': 1.13459230046043},{'mean_absolute_error': 0.852026074826065},{'mean_absolute_error': 1.1702432223551664}
163,{'mean_absolute_error': 0.807350767549269},{'mean_absolute_error': 1.344148334198939},{'mean_absolute_error': 0.816356163619646},{'mean_absolute_error': 1.3107864490174364},{'mean_absolute_error': 0.8988248523646378},{'mean_absolute_error': 1.039637617334096},{'mean_absolute_error': 0.8467348508686324},{'mean_absolute_error': 1.1616570339678092},{'mean_absolute_error': 0.8558081185112103},{'mean_absolute_error': 1.118424539808274},{'mean_absolute_error': 0.8328764956282986},{'mean_absolute_error': 1.1355689443653403}
164,{'mean_absolute_error': 0.7572630161650102},{'mean_absolute_error': 1.3547248624714487},{'mean_absolute_error': 0.8260508670193819},{'mean_absolute_error': 1.262013228655348},{'mean_absolute_error': 0.896432021136703},{'mean_absolute_error': 1.0239943062104395},{'mean_absolute_error': 0.9105593864458803},{'mean_absolute_error': 1.2337794326581957},{'mean_absolute_error': 0.8533311773676774},{'mean_absolute_error': 1.151549113714473},{'mean_absolute_error': 0.8434217567830631},{'mean_absolute_error': 1.1340447277773036}
165,{'mean_absolute_error': 0.7549866410372558},{'mean_absolute_error': 1.3377055666681315},{'mean_absolute_error': 0.8348934384237089},{'mean_absolute_error': 1.3206563251990537},{'mean_absolute_error': 0.8914749559431606},{'mean_absolute_error': 1.0446293202896069},{'mean_absolute_error': 0.8543646716580009},{'mean_absolute_error': 1.2033835865801286},{'mean_absolute_error': 0.8587148981923862},{'mean_absolute_error': 1.136674045149595},{'mean_absolute_error': 0.8394592460520162},{'mean_absolute_error': 1.1461060839933015}
166,{'mean_absolute_error': 0.7563065283697343},{'mean_absolute_error': 1.3491332500686046},{'mean_absolute_error': 0.8329434093625481},{'mean_absolute_error': 1.3296242279410904},{'mean_absolute_error': 0.9251109494879266},{'mean_absolute_error': 1.095555230987446},{'mean_absolute_error': 0.8430554024356477},{'mean_absolute_error': 1.1594207070869003},{'mean_absolute_error': 0.8461250217953837},{'mean_absolute_error': 1.1281184138440994},{'mean_absolute_error': 0.850589776507666},{'mean_absolute_error': 1.1599135729832915}
167,{'mean_absolute_error': 0.748334030051718},{'mean_absolute_error': 1.3587414230340027},{'mean_absolute_error': 0.8601451461910365},{'mean_absolute_error': 1.3508675306431372},{'mean_absolute_error': 0.8890746007296509},{'mean_absolute_error': 1.018089895276558},{'mean_absolute_error': 0.8663286661796886},{'mean_absolute_error': 1.2183223901157765},{'mean_absolute_error': 0.8537653241781524},{'mean_absolute_error': 1.1121500517950895},{'mean_absolute_error': 0.8410963071769234},{'mean_absolute_error': 1.1582008989651211}
168,{'mean_absolute_error': 0.7508008431119101},{'mean_absolute_error': 1.355920912987006},{'mean_absolute_error': 0.888217107722735},{'mean_absolute_error': 1.3862581909630003},{'mean_absolute_error': 0.8895073920825266},{'mean_absolute_error': 1.0369678572659307},{'mean_absolute_error': 0.8609894562601452},{'mean_absolute_error': 1.1995311045792834},{'mean_absolute_error': 0.8553091258351043},{'mean_absolute_error': 1.1410866575140433},{'mean_absolute_error': 0.8268413458048359},{'mean_absolute_error': 1.1369661850936008}
169,{'mean_absolute_error': 0.7399346098210553},{'mean_absolute_error': 1.3615077433093101},{'mean_absolute_error': 0.816203051399561},{'mean_absolute_error': 1.2899714141954985},{'mean_absolute_error': 0.8968086155556156},{'mean_absolute_error': 1.0529673301112907},{'mean_absolute_error': 0.867675276228151},{'mean_absolute_error': 1.1949921861778434},{'mean_absolute_error': 0.8809872624066781},{'mean_absolute_error': 1.186388385471498},{'mean_absolute_error': 0.8296314254597884},{'mean_absolute_error': 1.135046669764433}
170,{'mean_absolute_error': 0.7468278310542473},{'mean_absolute_error': 1.3591550263972536},{'mean_absolute_error': 0.8024348171964139},{'mean_absolute_error': 1.309599982907587},{'mean_absolute_error': 0.882422008326036},{'mean_absolute_error': 1.0148147347875072},{'mean_absolute_error': 0.840983952276871},{'mean_absolute_error': 1.1665043509577395},{'mean_absolute_error': 0.8389663537246194},{'mean_absolute_error': 1.1461856826115469},{'mean_absolute_error': 0.8321192883426748},{'mean_absolute_error': 1.1427002000569886}
171,{'mean_absolute_error': 0.7397290152134925},{'mean_absolute_error': 1.3589183464166223},{'mean_absolute_error': 0.837860219358589},{'mean_absolute_error': 1.3027893258431065},{'mean_absolute_error': 0.8964446488973307},{'mean_absolute_error': 1.0201730632088948},{'mean_absolute_error': 0.8362795951734304},{'mean_absolute_error': 1.167030063258018},{'mean_absolute_error': 0.8534184706920525},{'mean_absolute_error': 1.1368268535552124},{'mean_absolute_error': 0.8214608090137817},{'mean_absolute_error': 1.114640132287371}
172,{'mean_absolute_error': 0.7410815654843201},{'mean_absolute_error': 1.3572079768890413},{'mean_absolute_error': 0.9401815086201594},{'mean_absolute_error': 1.3536820564809777},{'mean_absolute_error': 0.8754042942570527},{'mean_absolute_error': 1.0347605251704626},{'mean_absolute_error': 0.8405042110695475},{'mean_absolute_error': 1.16674964193538},{'mean_absolute_error': 0.8367721092088864},{'mean_absolute_error': 1.131149817288954},{'mean_absolute_error': 0.8194911796246525},{'mean_absolute_error': 1.138209880434683}
173,{'mean_absolute_error': 0.7381267919167394},{'mean_absolute_error': 1.3591399764491325},{'mean_absolute_error': 0.8431885491631174},{'mean_absolute_error': 1.2872677321714787},{'mean_absolute_error': 0.8897208414638643},{'mean_absolute_error': 1.0385901365350128},{'mean_absolute_error': 0.837888516038302},{'mean_absolute_error': 1.2033856416206885},{'mean_absolute_error': 0.856894555734501},{'mean_absolute_error': 1.1305798705478614},{'mean_absolute_error': 0.8204187866767448},{'mean_absolute_error': 1.1701894324809554}
174,{'mean_absolute_error': 0.7546005608451912},{'mean_absolute_error': 1.3607231336723957},{'mean_absolute_error': 0.800076739396449},{'mean_absolute_error': 1.2935704509119115},{'mean_absolute_error': 0.8807244227436054},{'mean_absolute_error': 1.024195261283335},{'mean_absolute_error': 0.8420613613002816},{'mean_absolute_error': 1.201843789146266},{'mean_absolute_error': 0.8495133628903864},{'mean_absolute_error': 1.1416568974750356},{'mean_absolute_error': 0.8159229978821948},{'mean_absolute_error': 1.134848671963763}
175,{'mean_absolute_error': 0.7692072786732289},{'mean_absolute_error': 1.3854357193271627},{'mean_absolute_error': 0.8169608431921086},{'mean_absolute_error': 1.3208163348592594},{'mean_absolute_error': 0.8874374788840972},{'mean_absolute_error': 1.0418799418771651},{'mean_absolute_error': 0.8472316064839881},{'mean_absolute_error': 1.2009002954566914},{'mean_absolute_error': 0.8326191081981252},{'mean_absolute_error': 1.174436745475483},{'mean_absolute_error': 0.8183432566710441},{'mean_absolute_error': 1.1450149048977445}
176,{'mean_absolute_error': 0.7362805941888816},{'mean_absolute_error': 1.3644935045840256},{'mean_absolute_error': 0.7953914618570592},{'mean_absolute_error': 1.3018717794823587},{'mean_absolute_error': 0.8757419205982703},{'mean_absolute_error': 1.0298552063599755},{'mean_absolute_error': 0.8265893520814424},{'mean_absolute_error': 1.1902994085031282},{'mean_absolute_error': 0.8258516184779493},{'mean_absolute_error': 1.1395434204425483},{'mean_absolute_error': 0.8119537811453529},{'mean_absolute_error': 1.1615927382414746}
177,{'mean_absolute_error': 0.766113330417528},{'mean_absolute_error': 1.3999469648911995},{'mean_absolute_error': 0.8824013638256678},{'mean_absolute_error': 1.3725127420890466},{'mean_absolute_error': 0.8745077784158669},{'mean_absolute_error': 1.0310558296227972},{'mean_absolute_error': 0.827274874831978},{'mean_absolute_error': 1.174352624812626},{'mean_absolute_error': 0.8408189221027391},{'mean_absolute_error': 1.1576365957167958},{'mean_absolute_error': 0.8011602375157184},{'mean_absolute_error': 1.142118160521713}
178,{'mean_absolute_error': 0.7750730874568866},{'mean_absolute_error': 1.3823085633175551},{'mean_absolute_error': 0.8062416816789166},{'mean_absolute_error': 1.3339010398589926},{'mean_absolute_error': 0.9181685186947642},{'mean_absolute_error': 1.104236075329996},{'mean_absolute_error': 0.8389145780847269},{'mean_absolute_error': 1.1519059079174585},{'mean_absolute_error': 0.8332148733351495},{'mean_absolute_error': 1.1523567555591325},{'mean_absolute_error': 0.8175234166556452},{'mean_absolute_error': 1.1352785623542967}
179,{'mean_absolute_error': 0.7699955293140794},{'mean_absolute_error': 1.3997670281117824},{'mean_absolute_error': 0.7883380937951338},{'mean_absolute_error': 1.3038968802579671},{'mean_absolute_error': 0.871602998461616},{'mean_absolute_error': 1.0226369681427463},{'mean_absolute_error': 0.8540233136225471},{'mean_absolute_error': 1.1844284662207907},{'mean_absolute_error': 0.8556812845396765},{'mean_absolute_error': 1.1881048078417062},{'mean_absolute_error': 0.7962488709011691},{'mean_absolute_error': 1.1521893760850375}
180,{'mean_absolute_error': 0.7862343556396856},{'mean_absolute_error': 1.3783116411393648},{'mean_absolute_error': 0.7935357444748188},{'mean_absolute_error': 1.283668002992814},{'mean_absolute_error': 0.8829779775979184},{'mean_absolute_error': 1.0545681969856533},{'mean_absolute_error': 0.8286882076070751},{'mean_absolute_error': 1.2159418743394825},{'mean_absolute_error': 0.8500789445225394},{'mean_absolute_error': 1.1479908759177868},{'mean_absolute_error': 0.8049011559555302},{'mean_absolute_error': 1.1399085836411695}
181,{'mean_absolute_error': 0.7272571367686682},{'mean_absolute_error': 1.3668896241229063},{'mean_absolute_error': 0.8032871242352675},{'mean_absolute_error': 1.2707568313402744},{'mean_absolute_error': 0.8709079283970027},{'mean_absolute_error': 1.0296298224615905},{'mean_absolute_error': 0.8228216049814603},{'mean_absolute_error': 1.16055398325836},{'mean_absolute_error': 0.8325822234255907},{'mean_absolute_error': 1.1583990485402762},{'mean_absolute_error': 0.8024228701325845},{'mean_absolute_error': 1.1825838703978042}
182,{'mean_absolute_error': 0.7261695970848754},{'mean_absolute_error': 1.3640709275093943},{'mean_absolute_error': 0.8966656545309054},{'mean_absolute_error': 1.3199604954083126},{'mean_absolute_error': 0.9160433100139074},{'mean_absolute_error': 1.0971795946392688},{'mean_absolute_error': 0.8189853248357521},{'mean_absolute_error': 1.1866477484181503},{'mean_absolute_error': 0.8250164475372098},{'mean_absolute_error': 1.1502903672671887},{'mean_absolute_error': 0.809334389669357},{'mean_absolute_error': 1.1465893890095038}
183,{'mean_absolute_error': 0.7386124752838515},{'mean_absolute_error': 1.3739088791167409},{'mean_absolute_error': 0.9000129754762684},{'mean_absolute_error': 1.3550653290749313},{'mean_absolute_error': 0.8867423994241311},{'mean_absolute_error': 1.0640532728945298},{'mean_absolute_error': 0.8235805112930127},{'mean_absolute_error': 1.199022993596234},{'mean_absolute_error': 0.841937087726294},{'mean_absolute_error': 1.1774597872064103},{'mean_absolute_error': 0.8134334906357028},{'mean_absolute_error': 1.1703876390536458}
184,{'mean_absolute_error': 0.8207242572186546},{'mean_absolute_error': 1.3917484201423576},{'mean_absolute_error': 0.8896726907905614},{'mean_absolute_error': 1.3124860262852613},{'mean_absolute_error': 0.8679740673557036},{'mean_absolute_error': 1.0284636321670042},{'mean_absolute_error': 0.81310951340912},{'mean_absolute_error': 1.1761128473696716},{'mean_absolute_error': 0.8316631611289025},{'mean_absolute_error': 1.1894638057476499},{'mean_absolute_error': 0.7933028478837342},{'mean_absolute_error': 1.1796150700647292}
185,{'mean_absolute_error': 0.7813143645608415},{'mean_absolute_error': 1.4101142310013566},{'mean_absolute_error': 0.7892653854952454},{'mean_absolute_error': 1.297061393407823},{'mean_absolute_error': 0.880436069431421},{'mean_absolute_error': 1.045733654224941},{'mean_absolute_error': 0.8185930680023343},{'mean_absolute_error': 1.1536328188782747},{'mean_absolute_error': 0.8569589191285732},{'mean_absolute_error': 1.2174473491553448},{'mean_absolute_error': 0.802494834515467},{'mean_absolute_error': 1.1543089470836803}
186,{'mean_absolute_error': 0.7850762591156621},{'mean_absolute_error': 1.3858810524063334},{'mean_absolute_error': 0.7657469932806366},{'mean_absolute_error': 1.3442554156787836},{'mean_absolute_error': 0.8760543459345317},{'mean_absolute_error': 1.0414136858389136},{'mean_absolute_error': 0.8388927361221475},{'mean_absolute_error': 1.1567441845132997},{'mean_absolute_error': 0.8154495814955779},{'mean_absolute_error': 1.1418739157670679},{'mean_absolute_error': 0.8005958430928016},{'mean_absolute_error': 1.163088642673254}
187,{'mean_absolute_error': 0.8045851233863847},{'mean_absolute_error': 1.4473582661805302},{'mean_absolute_error': 0.7725510337876333},{'mean_absolute_error': 1.3071698946308223},{'mean_absolute_error': 0.8681664338878702},{'mean_absolute_error': 1.0239832274691836},{'mean_absolute_error': 0.8121436210174099},{'mean_absolute_error': 1.1697111150937218},{'mean_absolute_error': 0.8166600187015821},{'mean_absolute_error': 1.1618388632395873},{'mean_absolute_error': 0.7821931051718695},{'mean_absolute_error': 1.1464689004945288}
188,{'mean_absolute_error': 0.8297710386972497},{'mean_absolute_error': 1.40922417268141},{'mean_absolute_error': 0.7936305292322932},{'mean_absolute_error': 1.279826478444937},{'mean_absolute_error': 0.8742727710725284},{'mean_absolute_error': 1.0483040834729602},{'mean_absolute_error': 0.8078154650194654},{'mean_absolute_error': 1.1836136890069535},{'mean_absolute_error': 0.8092369826862347},{'mean_absolute_error': 1.138867366442314},{'mean_absolute_error': 0.7852622615848246},{'mean_absolute_error': 1.1579367646179421}
189,{'mean_absolute_error': 0.7919461662152046},{'mean_absolute_error': 1.436914918752915},{'mean_absolute_error': 0.7747244965330137},{'mean_absolute_error': 1.3068765440016228},{'mean_absolute_error': 0.8960217787325061},{'mean_absolute_error': 1.0371062135030558},{'mean_absolute_error': 0.8138855142767715},{'mean_absolute_error': 1.1975350108068787},{'mean_absolute_error': 0.8168022333929152},{'mean_absolute_error': 1.1945902150252272},{'mean_absolute_error': 0.7856097203174902},{'mean_absolute_error': 1.17064604828801}
190,{'mean_absolute_error': 0.7516839924263491},{'mean_absolute_error': 1.3753611819306488},{'mean_absolute_error': 0.7692575124787463},{'mean_absolute_error': 1.2936481673705176},{'mean_absolute_error': 0.866594857622025},{'mean_absolute_error': 1.0303760090722909},{'mean_absolute_error': 0.8112701306417692},{'mean_absolute_error': 1.1999351203491893},{'mean_absolute_error': 0.8279255120532845},{'mean_absolute_error': 1.1769043982844387},{'mean_absolute_error': 0.7708479145543},{'mean_absolute_error': 1.1371136445144592}
191,{'mean_absolute_error': 0.7347945782037524},{'mean_absolute_error': 1.3778783223428406},{'mean_absolute_error': 0.7659398875989825},{'mean_absolute_error': 1.2947629549424047},{'mean_absolute_error': 0.9287809560593735},{'mean_absolute_error': 1.1233533303504604},{'mean_absolute_error': 0.8140807424819817},{'mean_absolute_error': 1.2121303871344624},{'mean_absolute_error': 0.8568448147652091},{'mean_absolute_error': 1.220920013088122},{'mean_absolute_error': 0.7769866253435525},{'mean_absolute_error': 1.1464771527589055}
192,{'mean_absolute_error': 0.7401151715641192},{'mean_absolute_error': 1.3705755030696996},{'mean_absolute_error': 0.7644786363269458},{'mean_absolute_error': 1.29400232456053},{'mean_absolute_error': 0.8653141829655951},{'mean_absolute_error': 1.0431715398885135},{'mean_absolute_error': 0.8217511653055096},{'mean_absolute_error': 1.2096225954604785},{'mean_absolute_error': 0.8169002227291804},{'mean_absolute_error': 1.1720983366124138},{'mean_absolute_error': 0.7600139517035531},{'mean_absolute_error': 1.1480662739925622}
193,{'mean_absolute_error': 0.7172758620445008},{'mean_absolute_error': 1.3739237327110352},{'mean_absolute_error': 0.7768432460726209},{'mean_absolute_error': 1.3086418079280808},{'mean_absolute_error': 0.8775038398710533},{'mean_absolute_error': 1.0717065716710503},{'mean_absolute_error': 0.812480841383096},{'mean_absolute_error': 1.1939405854170435},{'mean_absolute_error': 0.7912730268566652},{'mean_absolute_error': 1.171566937486382},{'mean_absolute_error': 0.7627374146450826},{'mean_absolute_error': 1.171427455419439}
194,{'mean_absolute_error': 0.7264048633041389},{'mean_absolute_error': 1.3930185045831662},{'mean_absolute_error': 0.759810573153464},{'mean_absolute_error': 1.3118906211265855},{'mean_absolute_error': 0.8706067727983263},{'mean_absolute_error': 1.0366551878949826},{'mean_absolute_error': 0.8117474540004974},{'mean_absolute_error': 1.240907322020419},{'mean_absolute_error': 0.7946259216950788},{'mean_absolute_error': 1.1793257695330042},{'mean_absolute_error': 0.7715513632672478},{'mean_absolute_error': 1.1604740875732706}
195,{'mean_absolute_error': 0.7093843653348548},{'mean_absolute_error': 1.3698982277747405},{'mean_absolute_error': 0.7627145812498239},{'mean_absolute_error': 1.2975869883028777},{'mean_absolute_error': 0.882140703727805},{'mean_absolute_error': 1.0564595922383149},{'mean_absolute_error': 0.8259157328158757},{'mean_absolute_error': 1.2231467275378247},{'mean_absolute_error': 0.7976354746547},{'mean_absolute_error': 1.1625337984251458},{'mean_absolute_error': 0.7601886149139602},{'mean_absolute_error': 1.1845885347201295}
196,{'mean_absolute_error': 0.7095931137628932},{'mean_absolute_error': 1.3713152699827948},{'mean_absolute_error': 0.8087948484913592},{'mean_absolute_error': 1.3337916214675638},{'mean_absolute_error': 0.8721203422964734},{'mean_absolute_error': 1.074620638365585},{'mean_absolute_error': 0.8186928791823769},{'mean_absolute_error': 1.1659472470269723},{'mean_absolute_error': 0.7913686437654337},{'mean_absolute_error': 1.1803915795155362},{'mean_absolute_error': 0.7707324031604912},{'mean_absolute_error': 1.1840021096853002}
197,{'mean_absolute_error': 0.7305167197122359},{'mean_absolute_error': 1.3737775615743926},{'mean_absolute_error': 0.7808850506963054},{'mean_absolute_error': 1.3406328971085872},{'mean_absolute_error': 0.8807960697575029},{'mean_absolute_error': 1.0825733684169327},{'mean_absolute_error': 0.8166572482900795},{'mean_absolute_error': 1.2233091702716365},{'mean_absolute_error': 0.7896500336279195},{'mean_absolute_error': 1.1701894574555767},{'mean_absolute_error': 0.7618874644062917},{'mean_absolute_error': 1.1804642443276765}
198,{'mean_absolute_error': 0.712355367203827},{'mean_absolute_error': 1.3914887762286976},{'mean_absolute_error': 0.7546692456676176},{'mean_absolute_error': 1.2962244755336594},{'mean_absolute_error': 0.8637914298599468},{'mean_absolute_error': 1.0365984093938059},{'mean_absolute_error': 0.8372627740034506},{'mean_absolute_error': 1.271005832031921},{'mean_absolute_error': 0.7900271136753744},{'mean_absolute_error': 1.16394532478441},{'mean_absolute_error': 0.7618124620980711},{'mean_absolute_error': 1.1691478429109639}
199,{'mean_absolute_error': 0.7409390043294145},{'mean_absolute_error': 1.387708975769513},{'mean_absolute_error': 0.7639480691246858},{'mean_absolute_error': 1.2748191460339866},{'mean_absolute_error': 0.8633954105269804},{'mean_absolute_error': 1.0560658280043078},{'mean_absolute_error': 0.7947512283108519},{'mean_absolute_error': 1.1920107427985178},{'mean_absolute_error': 0.7821192050925688},{'mean_absolute_error': 1.1825694690047797},{'mean_absolute_error': 0.7551813470564389},{'mean_absolute_error': 1.1894553652616608}
200,{'mean_absolute_error': 0.7321354185815993},{'mean_absolute_error': 1.4151589579431105},{'mean_absolute_error': 0.7658903991006217},{'mean_absolute_error': 1.2745358684030375},{'mean_absolute_error': 0.8571936006497394},{'mean_absolute_error': 1.0329196645494918},{'mean_absolute_error': 0.7962194517009535},{'mean_absolute_error': 1.2125645158384804},{'mean_absolute_error': 0.8058502055868119},{'mean_absolute_error': 1.1265042858664802},{'mean_absolute_error': 0.7529566484828569},{'mean_absolute_error': 1.1778157899730446}
201,{'mean_absolute_error': 0.837786436509819},{'mean_absolute_error': 1.4307609633203666},{'mean_absolute_error': 0.7538095405921967},{'mean_absolute_error': 1.284268213758396},{'mean_absolute_error': 0.8536751665379969},{'mean_absolute_error': 1.0295178305140598},{'mean_absolute_error': 0.8388448303233361},{'mean_absolute_error': 1.2401171301124534},{'mean_absolute_error': 0.8081726058834114},{'mean_absolute_error': 1.1881393490997576},{'mean_absolute_error': 0.7428740434905218},{'mean_absolute_error': 1.1538688059081739}
202,{'mean_absolute_error': 0.8424287495769811},{'mean_absolute_error': 1.4928535744293447},{'mean_absolute_error': 0.7611634971644028},{'mean_absolute_error': 1.327821328610473},{'mean_absolute_error': 0.8635819861258748},{'mean_absolute_error': 1.0198779031314849},{'mean_absolute_error': 0.8126369891174784},{'mean_absolute_error': 1.2611899142084653},{'mean_absolute_error': 0.8176406945491705},{'mean_absolute_error': 1.2086365487908783},{'mean_absolute_error': 0.7413149187633891},{'mean_absolute_error': 1.1712308161727034}
203,{'mean_absolute_error': 0.9214437266427721},{'mean_absolute_error': 1.4705231298674222},{'mean_absolute_error': 0.7469944849375254},{'mean_absolute_error': 1.2988379766234792},{'mean_absolute_error': 0.9562586862993921},{'mean_absolute_error': 1.1618761316716022},{'mean_absolute_error': 0.797276855878592},{'mean_absolute_error': 1.2497823191388713},{'mean_absolute_error': 0.7733596044942479},{'mean_absolute_error': 1.1597923106940786},{'mean_absolute_error': 0.7624923628796269},{'mean_absolute_error': 1.1750153307469946}
204,{'mean_absolute_error': 0.8901836842829182},{'mean_absolute_error': 1.5200846213896568},{'mean_absolute_error': 0.7568315280164779},{'mean_absolute_error': 1.2886226201907434},{'mean_absolute_error': 0.8598371176851993},{'mean_absolute_error': 1.0376949977025922},{'mean_absolute_error': 0.8017053305482508},{'mean_absolute_error': 1.1866508323771074},{'mean_absolute_error': 0.8076992147192962},{'mean_absolute_error': 1.2119936661781991},{'mean_absolute_error': 0.7389176604922655},{'mean_absolute_error': 1.1838375965882815}
205,{'mean_absolute_error': 0.9415179587883215},{'mean_absolute_error': 1.4821541093796464},{'mean_absolute_error': 0.7401690699522022},{'mean_absolute_error': 1.3025410010637426},{'mean_absolute_error': 0.8628323518195965},{'mean_absolute_error': 1.0745342302924905},{'mean_absolute_error': 0.7833050121360026},{'mean_absolute_error': 1.2133759473365735},{'mean_absolute_error': 0.7826289835950129},{'mean_absolute_error': 1.1972654392053206},{'mean_absolute_error': 0.7449423264958425},{'mean_absolute_error': 1.180421692497924}
