,train_scores_500,valid_scores_500,train_scores_1000,valid_scores_1000,train_scores_5000,valid_scores_5000,train_scores_7000,valid_scores_7000,train_scores_10000,valid_scores_10000,train_scores_15000,valid_scores_15000
98,{'mean_absolute_error': 0.8908104378537471},{'mean_absolute_error': 1.2568486915256787},{'mean_absolute_error': 1.0503370029362773},{'mean_absolute_error': 1.3458985878998517},{'mean_absolute_error': 0.9635751223921636},{'mean_absolute_error': 1.016323122965636},{'mean_absolute_error': 0.9609470856965614},{'mean_absolute_error': 1.1716928841444627},{'mean_absolute_error': 1.0554173131835087},{'mean_absolute_error': 1.2073358279672257},{'mean_absolute_error': 0.9543201390955102},{'mean_absolute_error': 1.0957505481545236}
99,{'mean_absolute_error': 0.9050924554278815},{'mean_absolute_error': 1.1980297863367682},{'mean_absolute_error': 0.9335344182478117},{'mean_absolute_error': 1.2234518302690731},{'mean_absolute_error': 0.9629826506004062},{'mean_absolute_error': 1.0465221475278528},{'mean_absolute_error': 0.9435208644471708},{'mean_absolute_error': 1.1617768423316766},{'mean_absolute_error': 0.9313185160150749},{'mean_absolute_error': 1.1005210985856253},{'mean_absolute_error': 0.9341029278673029},{'mean_absolute_error': 1.1029535226986362}
100,{'mean_absolute_error': 0.9931690411805228},{'mean_absolute_error': 1.4008064238112354},{'mean_absolute_error': 0.9223683117434661},{'mean_absolute_error': 1.2051718286650108},{'mean_absolute_error': 0.9606728557559326},{'mean_absolute_error': 1.0413439351021432},{'mean_absolute_error': 0.9424412617080029},{'mean_absolute_error': 1.1296329281125315},{'mean_absolute_error': 1.0047595442393467},{'mean_absolute_error': 1.1769025345387445},{'mean_absolute_error': 0.9757499684369121},{'mean_absolute_error': 1.1501381239022606}
101,{'mean_absolute_error': 0.9173192794383526},{'mean_absolute_error': 1.203417997691498},{'mean_absolute_error': 0.931839315029992},{'mean_absolute_error': 1.19616221807009},{'mean_absolute_error': 0.9461740093641688},{'mean_absolute_error': 1.0185920880556665},{'mean_absolute_error': 0.9162514968784323},{'mean_absolute_error': 1.1408983853001744},{'mean_absolute_error': 0.9684289962733975},{'mean_absolute_error': 1.1328133362182937},{'mean_absolute_error': 0.9466978151414612},{'mean_absolute_error': 1.1147438032517658}
102,{'mean_absolute_error': 0.8697570151582343},{'mean_absolute_error': 1.2421581876689924},{'mean_absolute_error': 0.9415121745521327},{'mean_absolute_error': 1.1958306709534974},{'mean_absolute_error': 0.9506024875604602},{'mean_absolute_error': 1.0236109647999478},{'mean_absolute_error': 0.9129640156468449},{'mean_absolute_error': 1.1160741008601536},{'mean_absolute_error': 0.9166855998171597},{'mean_absolute_error': 1.084634845105443},{'mean_absolute_error': 0.9196324313465722},{'mean_absolute_error': 1.082240853730774}
103,{'mean_absolute_error': 0.8645891253783884},{'mean_absolute_error': 1.2149342876653382},{'mean_absolute_error': 0.9299753474198288},{'mean_absolute_error': 1.1864357785428088},{'mean_absolute_error': 0.946635749059974},{'mean_absolute_error': 1.0298782535009752},{'mean_absolute_error': 0.9146794660498242},{'mean_absolute_error': 1.13701010560811},{'mean_absolute_error': 0.938985429900609},{'mean_absolute_error': 1.0686937207197076},{'mean_absolute_error': 0.9314139935175971},{'mean_absolute_error': 1.1048640941349792}
104,{'mean_absolute_error': 0.8640561055661847},{'mean_absolute_error': 1.2404280577498688},{'mean_absolute_error': 0.9134240373107337},{'mean_absolute_error': 1.1905113667786846},{'mean_absolute_error': 0.9426319633483319},{'mean_absolute_error': 1.019110352872704},{'mean_absolute_error': 0.9107308803231414},{'mean_absolute_error': 1.129338437268513},{'mean_absolute_error': 0.9249307509728354},{'mean_absolute_error': 1.1146959422664486},{'mean_absolute_error': 0.9354568466142118},{'mean_absolute_error': 1.0886957937706796}
105,{'mean_absolute_error': 0.8607838503607372},{'mean_absolute_error': 1.2297179628280017},{'mean_absolute_error': 0.9426305327187247},{'mean_absolute_error': 1.2226813615598624},{'mean_absolute_error': 1.0175965767766406},{'mean_absolute_error': 1.1242677136184036},{'mean_absolute_error': 0.9209283291228694},{'mean_absolute_error': 1.136209112317513},{'mean_absolute_error': 1.0697616395445422},{'mean_absolute_error': 1.2414695155319733},{'mean_absolute_error': 0.9298904247982225},{'mean_absolute_error': 1.0968534722391903}
106,{'mean_absolute_error': 0.9013297713335834},{'mean_absolute_error': 1.3073887184030062},{'mean_absolute_error': 0.9186275357782789},{'mean_absolute_error': 1.205672106704448},{'mean_absolute_error': 0.951503019416945},{'mean_absolute_error': 1.0431474523817847},{'mean_absolute_error': 0.9156888444170814},{'mean_absolute_error': 1.1537274844142884},{'mean_absolute_error': 0.920299198343609},{'mean_absolute_error': 1.095299810799717},{'mean_absolute_error': 0.923407428215891},{'mean_absolute_error': 1.1092121755492725}
107,{'mean_absolute_error': 0.8780317126614016},{'mean_absolute_error': 1.2212875830907837},{'mean_absolute_error': 0.940648331705879},{'mean_absolute_error': 1.2278115222335237},{'mean_absolute_error': 0.9484385236703384},{'mean_absolute_error': 1.0471400270140248},{'mean_absolute_error': 0.9687968760038425},{'mean_absolute_error': 1.1937125251706957},{'mean_absolute_error': 0.9201185804066706},{'mean_absolute_error': 1.1337118462364069},{'mean_absolute_error': 0.9201954057771011},{'mean_absolute_error': 1.0822227708486285}
108,{'mean_absolute_error': 0.8940194449981447},{'mean_absolute_error': 1.3051532903543552},{'mean_absolute_error': 0.9336768826680525},{'mean_absolute_error': 1.2350665942338457},{'mean_absolute_error': 0.957253172932262},{'mean_absolute_error': 1.061825927744103},{'mean_absolute_error': 0.970940007023711},{'mean_absolute_error': 1.1884640454164905},{'mean_absolute_error': 1.0305851939823092},{'mean_absolute_error': 1.210996433744091},{'mean_absolute_error': 0.9226768926055258},{'mean_absolute_error': 1.0783255937234164}
109,{'mean_absolute_error': 0.8979651138209892},{'mean_absolute_error': 1.224856322466417},{'mean_absolute_error': 0.9109619972483975},{'mean_absolute_error': 1.217570640759721},{'mean_absolute_error': 1.0297465560458872},{'mean_absolute_error': 1.1287889029361797},{'mean_absolute_error': 0.8994335570298372},{'mean_absolute_error': 1.1171151519251632},{'mean_absolute_error': 0.9261718871280761},{'mean_absolute_error': 1.129699116241148},{'mean_absolute_error': 0.9240638489558274},{'mean_absolute_error': 1.0855780200695357}
110,{'mean_absolute_error': 0.9433191080802311},{'mean_absolute_error': 1.3697048282384137},{'mean_absolute_error': 0.9454777972418524},{'mean_absolute_error': 1.236123538670971},{'mean_absolute_error': 0.9792349130503045},{'mean_absolute_error': 1.0634208197770871},{'mean_absolute_error': 0.9865792352148725},{'mean_absolute_error': 1.2127234314935615},{'mean_absolute_error': 0.9242583735567951},{'mean_absolute_error': 1.1225055732869518},{'mean_absolute_error': 0.9181217437520915},{'mean_absolute_error': 1.1036325386111525}
111,{'mean_absolute_error': 0.9802829429786785},{'mean_absolute_error': 1.2590028198425636},{'mean_absolute_error': 0.9668447638078725},{'mean_absolute_error': 1.242702554971479},{'mean_absolute_error': 0.9403331183926936},{'mean_absolute_error': 1.0152360186825142},{'mean_absolute_error': 0.9137907514854091},{'mean_absolute_error': 1.1441719218966424},{'mean_absolute_error': 0.9593320403732671},{'mean_absolute_error': 1.1572788319125265},{'mean_absolute_error': 0.9200627327361574},{'mean_absolute_error': 1.112878952155359}
112,{'mean_absolute_error': 1.0067850565462044},{'mean_absolute_error': 1.4432505450109803},{'mean_absolute_error': 0.9105511071231702},{'mean_absolute_error': 1.212465785588764},{'mean_absolute_error': 0.9531573645939525},{'mean_absolute_error': 1.0496811020226477},{'mean_absolute_error': 0.8974006029312029},{'mean_absolute_error': 1.119221066643737},{'mean_absolute_error': 0.9538721359464883},{'mean_absolute_error': 1.156589900425421},{'mean_absolute_error': 0.9173133303121473},{'mean_absolute_error': 1.1089079823315726}
113,{'mean_absolute_error': 0.9512997115422719},{'mean_absolute_error': 1.2556977651022245},{'mean_absolute_error': 0.9109483104991782},{'mean_absolute_error': 1.2268536978650655},{'mean_absolute_error': 0.9391193762008909},{'mean_absolute_error': 1.037305769143704},{'mean_absolute_error': 0.9470851379208306},{'mean_absolute_error': 1.1783142832506552},{'mean_absolute_error': 0.9149951962352483},{'mean_absolute_error': 1.1167854172217315},{'mean_absolute_error': 0.9360562832450375},{'mean_absolute_error': 1.1197168483875934}
114,{'mean_absolute_error': 1.0764846271540955},{'mean_absolute_error': 1.5096166197712213},{'mean_absolute_error': 0.9018875456652606},{'mean_absolute_error': 1.2115890981570403},{'mean_absolute_error': 0.9656175730843848},{'mean_absolute_error': 1.0562829799304463},{'mean_absolute_error': 0.8959317640503645},{'mean_absolute_error': 1.1272877583298275},{'mean_absolute_error': 0.9104590290122944},{'mean_absolute_error': 1.1246502897705484},{'mean_absolute_error': 0.9162032298702405},{'mean_absolute_error': 1.0962930708083607}
115,{'mean_absolute_error': 0.9075655880522628},{'mean_absolute_error': 1.2459026922055874},{'mean_absolute_error': 0.958114497889509},{'mean_absolute_error': 1.2421712737392205},{'mean_absolute_error': 0.9520401217494481},{'mean_absolute_error': 1.064971073191805},{'mean_absolute_error': 0.9084989112705623},{'mean_absolute_error': 1.1357662237954278},{'mean_absolute_error': 0.9525551275771678},{'mean_absolute_error': 1.145354745942049},{'mean_absolute_error': 0.9150446564135822},{'mean_absolute_error': 1.0933734374476474}
116,{'mean_absolute_error': 0.9307535903739194},{'mean_absolute_error': 1.3756875063948344},{'mean_absolute_error': 0.9339057709111215},{'mean_absolute_error': 1.2397845989561531},{'mean_absolute_error': 0.9644854817095564},{'mean_absolute_error': 1.0883109520521008},{'mean_absolute_error': 0.9074467345214927},{'mean_absolute_error': 1.108811385114694},{'mean_absolute_error': 0.9075441540298705},{'mean_absolute_error': 1.0994059879002902},{'mean_absolute_error': 0.9159411710386434},{'mean_absolute_error': 1.1209097378317516}
117,{'mean_absolute_error': 0.9251209938529291},{'mean_absolute_error': 1.2611826222386657},{'mean_absolute_error': 0.9762013759289052},{'mean_absolute_error': 1.2795890189956656},{'mean_absolute_error': 0.984726452682921},{'mean_absolute_error': 1.1057173363002983},{'mean_absolute_error': 0.9366645272381733},{'mean_absolute_error': 1.1738745932199033},{'mean_absolute_error': 0.9031643168325383},{'mean_absolute_error': 1.1013278596278608},{'mean_absolute_error': 0.9597422513812164},{'mean_absolute_error': 1.1244029943150498}
118,{'mean_absolute_error': 0.9599656089662014},{'mean_absolute_error': 1.4154081525127542},{'mean_absolute_error': 0.9437376675089592},{'mean_absolute_error': 1.2356006242032982},{'mean_absolute_error': 1.053164718349328},{'mean_absolute_error': 1.0904465274574417},{'mean_absolute_error': 0.9774729652655382},{'mean_absolute_error': 1.2113537713050448},{'mean_absolute_error': 0.9364190283168968},{'mean_absolute_error': 1.13992652314244},{'mean_absolute_error': 0.9170018849328034},{'mean_absolute_error': 1.11080133901964}
119,{'mean_absolute_error': 0.9820754058103762},{'mean_absolute_error': 1.2868905359096179},{'mean_absolute_error': 0.8996851264759722},{'mean_absolute_error': 1.201737530367645},{'mean_absolute_error': 0.9251283710689124},{'mean_absolute_error': 1.023894683990567},{'mean_absolute_error': 0.8894234038626957},{'mean_absolute_error': 1.12560998209138},{'mean_absolute_error': 0.9211859192709723},{'mean_absolute_error': 1.1280182534847063},{'mean_absolute_error': 0.9226699413821852},{'mean_absolute_error': 1.1175573304580975}
120,{'mean_absolute_error': 1.0496584378676723},{'mean_absolute_error': 1.5078119218589843},{'mean_absolute_error': 0.894805577478},{'mean_absolute_error': 1.2240343636048432},{'mean_absolute_error': 0.9259099533225077},{'mean_absolute_error': 1.0192025368492579},{'mean_absolute_error': 0.8981506428567093},{'mean_absolute_error': 1.125004456775221},{'mean_absolute_error': 0.9007489567141869},{'mean_absolute_error': 1.1138570974885174},{'mean_absolute_error': 0.9328291091564758},{'mean_absolute_error': 1.1262149065662774}
121,{'mean_absolute_error': 1.087903932803419},{'mean_absolute_error': 1.3366486309298042},{'mean_absolute_error': 0.958282545899144},{'mean_absolute_error': 1.3136964371677478},{'mean_absolute_error': 0.9365925836356471},{'mean_absolute_error': 1.028585124483771},{'mean_absolute_error': 0.9003697667629805},{'mean_absolute_error': 1.1538102955890992},{'mean_absolute_error': 0.9147859568212553},{'mean_absolute_error': 1.1019335150088354},{'mean_absolute_error': 0.9309843134649064},{'mean_absolute_error': 1.1291521226304353}
122,{'mean_absolute_error': 1.0144138439717862},{'mean_absolute_error': 1.4842732077314658},{'mean_absolute_error': 0.8918918689784983},{'mean_absolute_error': 1.2283955687740467},{'mean_absolute_error': 0.9322330654827469},{'mean_absolute_error': 1.0280800138914252},{'mean_absolute_error': 0.9016400571042922},{'mean_absolute_error': 1.158052430773854},{'mean_absolute_error': 0.9327893076584084},{'mean_absolute_error': 1.1200235909976748},{'mean_absolute_error': 0.9204424052063926},{'mean_absolute_error': 1.10736843903104}
123,{'mean_absolute_error': 1.1904255290045038},{'mean_absolute_error': 1.3976955306107435},{'mean_absolute_error': 0.9080303863025441},{'mean_absolute_error': 1.2234738640218443},{'mean_absolute_error': 0.9224779718181083},{'mean_absolute_error': 1.021806856432435},{'mean_absolute_error': 0.9615792701801793},{'mean_absolute_error': 1.2201076971965432},{'mean_absolute_error': 0.9314026966376816},{'mean_absolute_error': 1.1538570542025512},{'mean_absolute_error': 0.9113677619352525},{'mean_absolute_error': 1.0967319997662635}
124,{'mean_absolute_error': 1.2198436597627402},{'mean_absolute_error': 1.6657469591906582},{'mean_absolute_error': 0.931395571608356},{'mean_absolute_error': 1.2967733115017257},{'mean_absolute_error': 1.0111765450484775},{'mean_absolute_error': 1.1445833496295275},{'mean_absolute_error': 0.9168291840233889},{'mean_absolute_error': 1.1484995275439325},{'mean_absolute_error': 0.8967400353713533},{'mean_absolute_error': 1.0981061288366327},{'mean_absolute_error': 0.9039809009483661},{'mean_absolute_error': 1.0902976445084924}
125,{'mean_absolute_error': 1.1080150045333828},{'mean_absolute_error': 1.3505079488091776},{'mean_absolute_error': 0.9759680972450319},{'mean_absolute_error': 1.3386068424648434},{'mean_absolute_error': 0.9390858550131079},{'mean_absolute_error': 1.0609725061774065},{'mean_absolute_error': 0.8828253640235083},{'mean_absolute_error': 1.136679348461845},{'mean_absolute_error': 0.9154498169665664},{'mean_absolute_error': 1.1364183024988375},{'mean_absolute_error': 0.8974514873766803},{'mean_absolute_error': 1.1230044688553584}
126,{'mean_absolute_error': 1.0765124833817044},{'mean_absolute_error': 1.539742047818936},{'mean_absolute_error': 0.8917819339415424},{'mean_absolute_error': 1.264600307679242},{'mean_absolute_error': 0.9377230020668993},{'mean_absolute_error': 1.0178257857353377},{'mean_absolute_error': 0.8855603475091789},{'mean_absolute_error': 1.1392121366533479},{'mean_absolute_error': 0.9034760604934009},{'mean_absolute_error': 1.0960981620512207},{'mean_absolute_error': 0.9067831327119781},{'mean_absolute_error': 1.1010834213047933}
127,{'mean_absolute_error': 1.0665664744731207},{'mean_absolute_error': 1.3274400355243867},{'mean_absolute_error': 0.8896765321732197},{'mean_absolute_error': 1.274975599845479},{'mean_absolute_error': 0.9255634198682391},{'mean_absolute_error': 1.0288175890284734},{'mean_absolute_error': 0.8805894256865734},{'mean_absolute_error': 1.1276831913824839},{'mean_absolute_error': 0.9386822262909013},{'mean_absolute_error': 1.153532687141289},{'mean_absolute_error': 0.9316443926146526},{'mean_absolute_error': 1.1477549568133223}
128,{'mean_absolute_error': 0.951804467174376},{'mean_absolute_error': 1.4306071206925237},{'mean_absolute_error': 0.9160738395140536},{'mean_absolute_error': 1.3141958754186498},{'mean_absolute_error': 0.917105816511684},{'mean_absolute_error': 1.0270869281969666},{'mean_absolute_error': 0.9180707858733158},{'mean_absolute_error': 1.1425030559683962},{'mean_absolute_error': 0.9537584837195291},{'mean_absolute_error': 1.1554535668151775},{'mean_absolute_error': 0.8894410608455895},{'mean_absolute_error': 1.1023594758649515}
129,{'mean_absolute_error': 0.9143828690965196},{'mean_absolute_error': 1.2823842651254107},{'mean_absolute_error': 0.8934956863271702},{'mean_absolute_error': 1.2875613979677587},{'mean_absolute_error': 0.9898913214078484},{'mean_absolute_error': 1.109952468814231},{'mean_absolute_error': 0.8836742767855725},{'mean_absolute_error': 1.127385666191638},{'mean_absolute_error': 0.9251339535864297},{'mean_absolute_error': 1.1149913098733166},{'mean_absolute_error': 0.8991775525111286},{'mean_absolute_error': 1.129667239377067}
130,{'mean_absolute_error': 0.8781920560440034},{'mean_absolute_error': 1.363356417032633},{'mean_absolute_error': 0.8813128161413292},{'mean_absolute_error': 1.2489533900411602},{'mean_absolute_error': 0.9308269935951049},{'mean_absolute_error': 1.0430065167102978},{'mean_absolute_error': 0.8823980355767708},{'mean_absolute_error': 1.144303654628718},{'mean_absolute_error': 0.8963752276288514},{'mean_absolute_error': 1.1060543304681838},{'mean_absolute_error': 0.901979826021204},{'mean_absolute_error': 1.1311525303161227}
131,{'mean_absolute_error': 0.8307359124796495},{'mean_absolute_error': 1.2555582927695157},{'mean_absolute_error': 0.8888730995000848},{'mean_absolute_error': 1.2595092252886266},{'mean_absolute_error': 0.947721183969003},{'mean_absolute_error': 1.034284747135143},{'mean_absolute_error': 0.8825244869566679},{'mean_absolute_error': 1.1526712701015827},{'mean_absolute_error': 0.8940580432049614},{'mean_absolute_error': 1.1070421884395236},{'mean_absolute_error': 0.9009714683535912},{'mean_absolute_error': 1.1227893245719498}
132,{'mean_absolute_error': 0.8233790180073993},{'mean_absolute_error': 1.3060225190548396},{'mean_absolute_error': 0.9066818686614242},{'mean_absolute_error': 1.3014726051107388},{'mean_absolute_error': 0.9308939896247534},{'mean_absolute_error': 1.0499902428571743},{'mean_absolute_error': 0.8973455858924534},{'mean_absolute_error': 1.1320667207225346},{'mean_absolute_error': 0.9141212685745603},{'mean_absolute_error': 1.124847133651908},{'mean_absolute_error': 0.907988902829614},{'mean_absolute_error': 1.1525210664868462}
133,{'mean_absolute_error': 0.7999358509015032},{'mean_absolute_error': 1.2648126497620178},{'mean_absolute_error': 0.8927047436569773},{'mean_absolute_error': 1.3036895340192223},{'mean_absolute_error': 0.9490047439686374},{'mean_absolute_error': 1.038032088910352},{'mean_absolute_error': 0.8850836305519095},{'mean_absolute_error': 1.1603951271358888},{'mean_absolute_error': 0.8963109159229193},{'mean_absolute_error': 1.1481693037557634},{'mean_absolute_error': 0.8844679492614763},{'mean_absolute_error': 1.1013851505043826}
134,{'mean_absolute_error': 0.7972040437116239},{'mean_absolute_error': 1.2741100354963868},{'mean_absolute_error': 0.9167874474470833},{'mean_absolute_error': 1.3336615748462715},{'mean_absolute_error': 0.9099995713944883},{'mean_absolute_error': 1.0187928169192826},{'mean_absolute_error': 0.8798610090861501},{'mean_absolute_error': 1.1430113299733937},{'mean_absolute_error': 0.8830748754011436},{'mean_absolute_error': 1.0962193391276753},{'mean_absolute_error': 0.9203448731168036},{'mean_absolute_error': 1.1265821096017326}
135,{'mean_absolute_error': 0.8063322590286484},{'mean_absolute_error': 1.3046823765637021},{'mean_absolute_error': 0.8694270641832327},{'mean_absolute_error': 1.2718086427151898},{'mean_absolute_error': 0.9083627187222127},{'mean_absolute_error': 1.0191604038308792},{'mean_absolute_error': 0.878452487425168},{'mean_absolute_error': 1.1442001724692832},{'mean_absolute_error': 0.8929445688546125},{'mean_absolute_error': 1.1225436069200059},{'mean_absolute_error': 0.8969016339008004},{'mean_absolute_error': 1.097200306921325}
136,{'mean_absolute_error': 0.7984441272083477},{'mean_absolute_error': 1.2795979261731423},{'mean_absolute_error': 0.8757045774151737},{'mean_absolute_error': 1.2427815188621483},{'mean_absolute_error': 0.9144342380354711},{'mean_absolute_error': 1.0284095387442107},{'mean_absolute_error': 0.9051720786603712},{'mean_absolute_error': 1.12087897954103},{'mean_absolute_error': 0.89551916372909},{'mean_absolute_error': 1.1335183957551336},{'mean_absolute_error': 0.8846127506838144},{'mean_absolute_error': 1.1064547412679204}
137,{'mean_absolute_error': 0.8084830341523128},{'mean_absolute_error': 1.3215604240413477},{'mean_absolute_error': 0.9069518707496492},{'mean_absolute_error': 1.2377828662930093},{'mean_absolute_error': 0.9367178544062921},{'mean_absolute_error': 1.0183340620872898},{'mean_absolute_error': 0.8820898230690751},{'mean_absolute_error': 1.1524156685375977},{'mean_absolute_error': 0.8883809100822525},{'mean_absolute_error': 1.1337583630179804},{'mean_absolute_error': 0.892799549606579},{'mean_absolute_error': 1.1318384067219094}
138,{'mean_absolute_error': 0.8271124443907782},{'mean_absolute_error': 1.2968594710833896},{'mean_absolute_error': 0.8938404718260772},{'mean_absolute_error': 1.265069153290652},{'mean_absolute_error': 0.9160751636857211},{'mean_absolute_error': 1.0282984754331088},{'mean_absolute_error': 0.9063033812334738},{'mean_absolute_error': 1.1826700650500117},{'mean_absolute_error': 0.892239310495648},{'mean_absolute_error': 1.1245955587323848},{'mean_absolute_error': 0.918667041259166},{'mean_absolute_error': 1.142443333513797}
139,{'mean_absolute_error': 0.8084885910567755},{'mean_absolute_error': 1.3315112937524614},{'mean_absolute_error': 0.9799701233482673},{'mean_absolute_error': 1.3167150953398452},{'mean_absolute_error': 0.9310402058293891},{'mean_absolute_error': 1.053314466787045},{'mean_absolute_error': 0.9074335146321109},{'mean_absolute_error': 1.1411798835810878},{'mean_absolute_error': 0.8931404778814344},{'mean_absolute_error': 1.1132631944215867},{'mean_absolute_error': 0.8802000835382984},{'mean_absolute_error': 1.1077306559853883}
140,{'mean_absolute_error': 0.7915567538508619},{'mean_absolute_error': 1.297840319837144},{'mean_absolute_error': 0.8696530884318887},{'mean_absolute_error': 1.2484501511229016},{'mean_absolute_error': 0.9272512240820849},{'mean_absolute_error': 1.0141148410288368},{'mean_absolute_error': 0.9002315589917766},{'mean_absolute_error': 1.1783016143004905},{'mean_absolute_error': 0.898691060315486},{'mean_absolute_error': 1.1392329905917038},{'mean_absolute_error': 0.8888628976016851},{'mean_absolute_error': 1.150638400996767}
141,{'mean_absolute_error': 0.7893995865317348},{'mean_absolute_error': 1.3114221250345044},{'mean_absolute_error': 0.8997469637911792},{'mean_absolute_error': 1.2915773669540684},{'mean_absolute_error': 0.9470578293254973},{'mean_absolute_error': 1.088771794312976},{'mean_absolute_error': 0.8852629739436194},{'mean_absolute_error': 1.1523111861546516},{'mean_absolute_error': 0.892432726637639},{'mean_absolute_error': 1.1303900827420221},{'mean_absolute_error': 0.8789987937891245},{'mean_absolute_error': 1.1190756672590834}
142,{'mean_absolute_error': 0.7950829897665955},{'mean_absolute_error': 1.2951962843032032},{'mean_absolute_error': 0.8600158939862146},{'mean_absolute_error': 1.2649926207059108},{'mean_absolute_error': 0.9200159291739687},{'mean_absolute_error': 1.059784601402846},{'mean_absolute_error': 0.8756136349929469},{'mean_absolute_error': 1.1645603884634015},{'mean_absolute_error': 0.8751309350321275},{'mean_absolute_error': 1.1210765224218504},{'mean_absolute_error': 0.8848352868304834},{'mean_absolute_error': 1.1410050048863634}
143,{'mean_absolute_error': 0.7904451964933024},{'mean_absolute_error': 1.3150350471517662},{'mean_absolute_error': 0.8660783565062606},{'mean_absolute_error': 1.2839969525157884},{'mean_absolute_error': 0.9328991446611036},{'mean_absolute_error': 1.0739497951031174},{'mean_absolute_error': 0.8830386814855331},{'mean_absolute_error': 1.1373614315800369},{'mean_absolute_error': 0.8867640842415361},{'mean_absolute_error': 1.1370364502013228},{'mean_absolute_error': 0.9021864637976185},{'mean_absolute_error': 1.122179770562986}
144,{'mean_absolute_error': 0.8076610935545007},{'mean_absolute_error': 1.303514701113387},{'mean_absolute_error': 0.8675992522242872},{'mean_absolute_error': 1.2654290009992097},{'mean_absolute_error': 0.9649342336098862},{'mean_absolute_error': 1.0986572985865084},{'mean_absolute_error': 0.8656215166571519},{'mean_absolute_error': 1.1297495871957621},{'mean_absolute_error': 0.9120055822156178},{'mean_absolute_error': 1.1471643627753056},{'mean_absolute_error': 0.8759781136810438},{'mean_absolute_error': 1.13581840598447}
145,{'mean_absolute_error': 0.7887929539782268},{'mean_absolute_error': 1.3284891882939467},{'mean_absolute_error': 0.8810207544893828},{'mean_absolute_error': 1.2855660374047853},{'mean_absolute_error': 0.914533836017679},{'mean_absolute_error': 1.0589297224204444},{'mean_absolute_error': 0.8876772482897255},{'mean_absolute_error': 1.1522222788820589},{'mean_absolute_error': 0.8710969628526252},{'mean_absolute_error': 1.1131488840676687},{'mean_absolute_error': 0.8644964312891545},{'mean_absolute_error': 1.117154533244511}
146,{'mean_absolute_error': 0.785311771019444},{'mean_absolute_error': 1.3092050047421704},{'mean_absolute_error': 0.8875949562407729},{'mean_absolute_error': 1.3349178980765528},{'mean_absolute_error': 0.9025711936070804},{'mean_absolute_error': 1.0194401837329836},{'mean_absolute_error': 0.8719439983206201},{'mean_absolute_error': 1.1667530366893268},{'mean_absolute_error': 0.8779693507279319},{'mean_absolute_error': 1.1287181907584831},{'mean_absolute_error': 0.8668860163943896},{'mean_absolute_error': 1.1224725415028265}
147,{'mean_absolute_error': 0.7799606927698725},{'mean_absolute_error': 1.3252143661825193},{'mean_absolute_error': 0.8472498914269263},{'mean_absolute_error': 1.3067046135728817},{'mean_absolute_error': 0.9049436874293947},{'mean_absolute_error': 1.0454262033347093},{'mean_absolute_error': 0.8630573422053993},{'mean_absolute_error': 1.1562803487081437},{'mean_absolute_error': 0.881078731399576},{'mean_absolute_error': 1.1362724661619714},{'mean_absolute_error': 0.8680976305523939},{'mean_absolute_error': 1.1269211912280273}
148,{'mean_absolute_error': 0.7765242040884884},{'mean_absolute_error': 1.3151595350958016},{'mean_absolute_error': 0.8550496836144699},{'mean_absolute_error': 1.2530669523191003},{'mean_absolute_error': 0.9100706299022142},{'mean_absolute_error': 1.051788542181827},{'mean_absolute_error': 0.8646833189652827},{'mean_absolute_error': 1.1512423974662107},{'mean_absolute_error': 0.9011679882658763},{'mean_absolute_error': 1.152843256093802},{'mean_absolute_error': 0.8655938719245491},{'mean_absolute_error': 1.1336791767529486}
149,{'mean_absolute_error': 0.7806882929939958},{'mean_absolute_error': 1.321451427713963},{'mean_absolute_error': 0.8557810385324636},{'mean_absolute_error': 1.2450767865639327},{'mean_absolute_error': 0.9165022664386865},{'mean_absolute_error': 1.0145925487186502},{'mean_absolute_error': 0.8786253476138721},{'mean_absolute_error': 1.1733581939023803},{'mean_absolute_error': 0.872784694857857},{'mean_absolute_error': 1.1286243983831425},{'mean_absolute_error': 0.8845641178176484},{'mean_absolute_error': 1.1908955979835179}
150,{'mean_absolute_error': 0.7762199632251696},{'mean_absolute_error': 1.3327885933638663},{'mean_absolute_error': 0.8687579542413434},{'mean_absolute_error': 1.3163823583415293},{'mean_absolute_error': 0.9063237404482097},{'mean_absolute_error': 1.008179958287525},{'mean_absolute_error': 0.8690730632673259},{'mean_absolute_error': 1.1307888485419402},{'mean_absolute_error': 0.8670669669107572},{'mean_absolute_error': 1.111380217716464},{'mean_absolute_error': 0.8779697683521331},{'mean_absolute_error': 1.1426897741607067}
151,{'mean_absolute_error': 0.8023529056161672},{'mean_absolute_error': 1.329181052084919},{'mean_absolute_error': 0.8680495518734597},{'mean_absolute_error': 1.3505951552999924},{'mean_absolute_error': 0.8991530982317155},{'mean_absolute_error': 1.0074773107711268},{'mean_absolute_error': 0.8618277622307157},{'mean_absolute_error': 1.169087934753066},{'mean_absolute_error': 0.8743924185447672},{'mean_absolute_error': 1.1182464619941208},{'mean_absolute_error': 0.8793195091960732},{'mean_absolute_error': 1.0893022353250859}
