,train_scores,valid_scores
789,{'rms_score': 6.328416093983814},{'rms_score': 9.392730921476014}
790,{'rms_score': 6.179672376704267},{'rms_score': 9.395751030402565}
791,{'rms_score': 5.438529110412314},{'rms_score': 9.396473241189618}
792,{'rms_score': 3.923340022634831},{'rms_score': 9.387894557425586}
793,{'rms_score': 3.65276976181831},{'rms_score': 9.413667939627992}
794,{'rms_score': 2.819928475890135},{'rms_score': 9.401877851665791}
795,{'rms_score': 3.0782684629135533},{'rms_score': 9.383855438005991}
796,{'rms_score': 2.231706734059046},{'rms_score': 9.393022878937515}
797,{'rms_score': 1.5462345519334697},{'rms_score': 9.386121620634718}
798,{'rms_score': 2.173586634518281},{'rms_score': 9.436928111204752}
799,{'rms_score': 1.1686047531425696},{'rms_score': 9.433305759249297}
800,{'rms_score': 2.0193022124096727},{'rms_score': 9.462768333446546}
801,{'rms_score': 1.8059343105640238},{'rms_score': 9.435797015454938}
802,{'rms_score': 1.6370687671434323},{'rms_score': 9.429945531525183}
803,{'rms_score': 2.750846662705059},{'rms_score': 9.41022000010451}
804,{'rms_score': 1.9705448290295797},{'rms_score': 9.401237185343652}
805,{'rms_score': 1.5402446540905494},{'rms_score': 9.403493623541152}
806,{'rms_score': 1.275978024955227},{'rms_score': 9.411695961356362}
807,{'rms_score': 1.4960108180380087},{'rms_score': 9.409938995481692}
808,{'rms_score': 1.8306495385886847},{'rms_score': 9.406584391872874}
809,{'rms_score': 2.5375048410326717},{'rms_score': 9.392079410215553}
810,{'rms_score': 3.7136256778895063},{'rms_score': 9.39820347564962}
811,{'rms_score': 2.3468087809379554},{'rms_score': 9.401772075416895}
812,{'rms_score': 1.3446766922471682},{'rms_score': 9.398250209129959}
813,{'rms_score': 1.8233605997767968},{'rms_score': 9.413037005480206}
814,{'rms_score': 2.6660986099735346},{'rms_score': 9.415296021875317}
815,{'rms_score': 1.7939512855341788},{'rms_score': 9.425644962624553}
816,{'rms_score': 1.3618971978568004},{'rms_score': 9.400685127938432}
817,{'rms_score': 1.1879267744117694},{'rms_score': 9.423681779061907}
818,{'rms_score': 1.4985469635713915},{'rms_score': 9.400462233796883}
819,{'rms_score': 1.6600800414000028},{'rms_score': 9.408281920226672}
820,{'rms_score': 1.2810037877152285},{'rms_score': 9.446415987123983}
821,{'rms_score': 2.1187196031621283},{'rms_score': 9.429822417938404}
822,{'rms_score': 1.9150092986285396},{'rms_score': 9.413753922373227}
823,{'rms_score': 3.0165654403204907},{'rms_score': 9.417225886243713}
824,{'rms_score': 1.6469906513695285},{'rms_score': 9.417366371154314}
825,{'rms_score': 2.9084435019676422},{'rms_score': 9.396728281818149}
826,{'rms_score': 1.440908912870321},{'rms_score': 9.421369166060357}
827,{'rms_score': 5.584814964680878},{'rms_score': 9.42966985396115}
828,{'rms_score': 5.9911749141872415},{'rms_score': 9.411975283609038}
829,{'rms_score': 5.187305848037362},{'rms_score': 9.434025808854981}
830,{'rms_score': 3.0950532002194557},{'rms_score': 9.419059498947746}
831,{'rms_score': 1.2961956877633136},{'rms_score': 9.42896551718101}
832,{'rms_score': 1.9611445450953149},{'rms_score': 9.393353393044045}
833,{'rms_score': 1.4367940414846911},{'rms_score': 9.398831974706424}
834,{'rms_score': 1.7293963431170782},{'rms_score': 9.400839049347141}
835,{'rms_score': 2.5823788824426948},{'rms_score': 9.413413093488764}
836,{'rms_score': 1.827972721199339},{'rms_score': 9.431160982155049}
837,{'rms_score': 2.5059046391766477},{'rms_score': 9.440842073031373}
838,{'rms_score': 1.887721452989591},{'rms_score': 9.451981394820326}
839,{'rms_score': 3.9571525296411196},{'rms_score': 9.442669354192189}
840,{'rms_score': 3.172270070097259},{'rms_score': 9.460253158074}
841,{'rms_score': 2.707224762860763},{'rms_score': 9.454952617695858}
842,{'rms_score': 3.1856012865643866},{'rms_score': 9.45260326206608}
843,{'rms_score': 2.5408903375027356},{'rms_score': 9.47558731100734}
844,{'rms_score': 1.9005796123074203},{'rms_score': 9.416329793707373}
845,{'rms_score': 1.9250052920560548},{'rms_score': 9.446280678845273}
846,{'rms_score': 2.2046352167515355},{'rms_score': 9.419329687111562}
847,{'rms_score': 1.5270344156066458},{'rms_score': 9.408902032735746}
848,{'rms_score': 2.440595056016435},{'rms_score': 9.426321685796708}
849,{'rms_score': 1.31635706399074},{'rms_score': 9.448242276572687}
850,{'rms_score': 2.209027723367421},{'rms_score': 9.484759609931082}
851,{'rms_score': 3.6738959017837582},{'rms_score': 9.440279778718878}
852,{'rms_score': 4.348634042238321},{'rms_score': 9.496547687807396}
853,{'rms_score': 2.713320268810923},{'rms_score': 9.462882531868532}
854,{'rms_score': 1.3463132517664875},{'rms_score': 9.493458769646576}
855,{'rms_score': 1.7784465088972203},{'rms_score': 9.412751982686663}
856,{'rms_score': 2.182234869526819},{'rms_score': 9.393818259518422}
857,{'rms_score': 2.1854937372956025},{'rms_score': 9.391171824585355}
858,{'rms_score': 3.4995693533805525},{'rms_score': 9.434507577679078}
859,{'rms_score': 2.983279696855201},{'rms_score': 9.439759766591113}
860,{'rms_score': 3.4347474665363213},{'rms_score': 9.418331058240728}
861,{'rms_score': 4.387655993000522},{'rms_score': 9.459499755614843}
862,{'rms_score': 2.4395561332447486},{'rms_score': 9.467782354419796}
863,{'rms_score': 1.4103404007596396},{'rms_score': 9.474439879311305}
864,{'rms_score': 1.6202042387127182},{'rms_score': 9.412920603336216}
865,{'rms_score': 1.8764736946173883},{'rms_score': 9.388480731187508}
866,{'rms_score': 2.1493213397218978},{'rms_score': 9.402959911643991}
867,{'rms_score': 2.599029237861213},{'rms_score': 9.38314449504145}
868,{'rms_score': 1.921888149485808},{'rms_score': 9.391871515910417}
869,{'rms_score': 2.269607048540866},{'rms_score': 9.377911006781947}
870,{'rms_score': 2.970669972690836},{'rms_score': 9.426432702377664}
871,{'rms_score': 2.3291130222560277},{'rms_score': 9.42334037821187}
872,{'rms_score': 1.338065244836983},{'rms_score': 9.475126971423432}
873,{'rms_score': 2.6546228200243474},{'rms_score': 9.39176579259996}
874,{'rms_score': 2.0281749723342513},{'rms_score': 9.37842036943279}
875,{'rms_score': 1.9305530287431845},{'rms_score': 9.379259732033596}
876,{'rms_score': 1.7422911895571658},{'rms_score': 9.38140331944453}
877,{'rms_score': 4.592527058280352},{'rms_score': 9.419405467473188}
878,{'rms_score': 5.522696495530212},{'rms_score': 9.436534637543806}
879,{'rms_score': 4.664040376849715},{'rms_score': 9.439399172404958}
880,{'rms_score': 1.4501243337598246},{'rms_score': 9.393384734889123}
881,{'rms_score': 3.7184535371379703},{'rms_score': 9.376389974975195}
882,{'rms_score': 2.0654547372516636},{'rms_score': 9.396629984048554}
883,{'rms_score': 1.6344788971588367},{'rms_score': 9.432851180725628}
884,{'rms_score': 1.752889562152415},{'rms_score': 9.375114256171257}
885,{'rms_score': 1.6095396127631412},{'rms_score': 9.394914705277415}
886,{'rms_score': 3.390201118543743},{'rms_score': 9.371057804155706}
887,{'rms_score': 2.210933373523653},{'rms_score': 9.425253117833421}
888,{'rms_score': 1.4127238027222966},{'rms_score': 9.400297719027062}
889,{'rms_score': 5.763251117156671},{'rms_score': 9.39901699816742}
890,{'rms_score': 6.147219446102295},{'rms_score': 9.393441778016822}
891,{'rms_score': 5.498519376682146},{'rms_score': 9.387234314784873}
892,{'rms_score': 3.9963798979425027},{'rms_score': 9.423469105123296}
893,{'rms_score': 1.9210809810082312},{'rms_score': 9.412210637074738}
894,{'rms_score': 1.9761517868335097},{'rms_score': 9.383181468144882}
895,{'rms_score': 2.4236895431337637},{'rms_score': 9.369666189232454}
896,{'rms_score': 2.777680383214236},{'rms_score': 9.449159970080192}
897,{'rms_score': 1.8730452577730146},{'rms_score': 9.445112100494477}
898,{'rms_score': 2.6102683114540506},{'rms_score': 9.442702445635664}
899,{'rms_score': 2.1778224850083188},{'rms_score': 9.401509014761467}
900,{'rms_score': 2.0640382271238074},{'rms_score': 9.431115970866593}
901,{'rms_score': 2.347369728361858},{'rms_score': 9.410856520186348}
902,{'rms_score': 2.3463805167114047},{'rms_score': 9.427854985230976}
903,{'rms_score': 2.728248258021617},{'rms_score': 9.414236921613508}
904,{'rms_score': 1.8473889294941286},{'rms_score': 9.491713862849572}
905,{'rms_score': 1.2577812724058095},{'rms_score': 9.518546042627579}
906,{'rms_score': 2.5146096468853996},{'rms_score': 9.382565941196422}
907,{'rms_score': 3.6197389802386697},{'rms_score': 9.371388883630523}
908,{'rms_score': 2.731149431665886},{'rms_score': 9.391148391365261}
909,{'rms_score': 1.446875083022757},{'rms_score': 9.41743759174007}
910,{'rms_score': 1.9241667818270058},{'rms_score': 9.407106323974654}
911,{'rms_score': 4.300342662458366},{'rms_score': 9.407482658381227}
912,{'rms_score': 2.301986129373735},{'rms_score': 9.417151685057995}
913,{'rms_score': 2.705428332191578},{'rms_score': 9.448525367463471}
914,{'rms_score': 1.6313833339595665},{'rms_score': 9.460546957263627}
915,{'rms_score': 1.8962937160894073},{'rms_score': 9.461131111077165}
916,{'rms_score': 2.0743675441778886},{'rms_score': 9.410809818567406}
917,{'rms_score': 2.8261598883875725},{'rms_score': 9.401238523080055}
918,{'rms_score': 3.1513959251050085},{'rms_score': 9.38473190293276}
919,{'rms_score': 1.984349637725763},{'rms_score': 9.44360916309065}
920,{'rms_score': 2.359381600217782},{'rms_score': 9.500227322412544}
921,{'rms_score': 1.661569504366935},{'rms_score': 9.431040421334329}
922,{'rms_score': 2.4179035469587844},{'rms_score': 9.422539538169628}
923,{'rms_score': 3.609108602406973},{'rms_score': 9.415322330236254}
924,{'rms_score': 2.818559140679422},{'rms_score': 9.396330256299771}
925,{'rms_score': 2.0174509878725115},{'rms_score': 9.398429182383035}
926,{'rms_score': 1.659351732989674},{'rms_score': 9.411595769653262}
927,{'rms_score': 1.5276208440948755},{'rms_score': 9.400050407993424}
928,{'rms_score': 1.4658842106376297},{'rms_score': 9.456260584694645}
929,{'rms_score': 1.3484111845735343},{'rms_score': 9.43201809244952}
930,{'rms_score': 3.6544494027526557},{'rms_score': 9.459726932851236}
931,{'rms_score': 2.995691562241449},{'rms_score': 9.448736665293458}
932,{'rms_score': 1.6168120625498392},{'rms_score': 9.39932575100104}
933,{'rms_score': 1.574907518215567},{'rms_score': 9.46084616230874}
934,{'rms_score': 3.5944597534297227},{'rms_score': 9.427040652448037}
935,{'rms_score': 3.739927775509286},{'rms_score': 9.405599940177197}
936,{'rms_score': 3.189154813682246},{'rms_score': 9.436302268463399}
937,{'rms_score': 1.7351556945508122},{'rms_score': 9.47954947498938}
938,{'rms_score': 2.097378436194888},{'rms_score': 9.436985881574829}
939,{'rms_score': 2.119405255266243},{'rms_score': 9.41379436219543}
940,{'rms_score': 2.5719987621761855},{'rms_score': 9.391712026081516}
941,{'rms_score': 2.941141616817009},{'rms_score': 9.408330758651314}
942,{'rms_score': 4.421326473194999},{'rms_score': 9.453919947698333}
943,{'rms_score': 3.7476716139450943},{'rms_score': 9.438680795184197}
944,{'rms_score': 2.232875600044485},{'rms_score': 9.437817665931329}
945,{'rms_score': 2.620232770690638},{'rms_score': 9.389952821458904}
946,{'rms_score': 2.7182217461500833},{'rms_score': 9.398755306450898}
947,{'rms_score': 2.5862809957558643},{'rms_score': 9.444503523580034}
948,{'rms_score': 3.2900362378781076},{'rms_score': 9.435321547976912}
949,{'rms_score': 4.051500120204546},{'rms_score': 9.466780137448957}
950,{'rms_score': 2.4134529156184397},{'rms_score': 9.420932939673017}
951,{'rms_score': 1.4783292969992083},{'rms_score': 9.412769480950317}
952,{'rms_score': 1.8436844534820735},{'rms_score': 9.423500985310241}
953,{'rms_score': 1.594329627472186},{'rms_score': 9.5311935206603}
954,{'rms_score': 2.7581780042253046},{'rms_score': 9.485856341338925}
955,{'rms_score': 4.633693288606848},{'rms_score': 9.45623908639281}
956,{'rms_score': 3.8344943228368744},{'rms_score': 9.407552507872035}
957,{'rms_score': 2.030494235840222},{'rms_score': 9.401413106249281}
958,{'rms_score': 2.576114086388395},{'rms_score': 9.42525260696888}
959,{'rms_score': 1.320984847027782},{'rms_score': 9.552171240796847}
960,{'rms_score': 3.58556467008456},{'rms_score': 9.548642826186107}
961,{'rms_score': 4.408569999474212},{'rms_score': 9.479336730834321}
962,{'rms_score': 1.7666326202945406},{'rms_score': 9.504260267709418}
963,{'rms_score': 2.3568175864971344},{'rms_score': 9.435535671670074}
964,{'rms_score': 4.391962298821221},{'rms_score': 9.416392216706917}
965,{'rms_score': 2.7754326508336615},{'rms_score': 9.439423146097864}
966,{'rms_score': 1.5602640176733462},{'rms_score': 9.437098683505761}
967,{'rms_score': 4.7268092801177515},{'rms_score': 9.426120855959544}
968,{'rms_score': 5.810321539480661},{'rms_score': 9.415839775250603}
969,{'rms_score': 3.9905791514771094},{'rms_score': 9.397000050925538}
970,{'rms_score': 2.3501827272539275},{'rms_score': 9.430115631305595}
971,{'rms_score': 2.013532958828095},{'rms_score': 9.389614609617075}
972,{'rms_score': 3.200634361645857},{'rms_score': 9.401191450478976}
973,{'rms_score': 2.801401303939407},{'rms_score': 9.396127782969979}
974,{'rms_score': 4.643358420123437},{'rms_score': 9.424538796971206}
975,{'rms_score': 4.06518916076477},{'rms_score': 9.433054574547509}
976,{'rms_score': 1.5852945502478675},{'rms_score': 9.513477861839554}
977,{'rms_score': 3.121979461734681},{'rms_score': 9.440742637565716}
978,{'rms_score': 1.7117541904786227},{'rms_score': 9.450155448598581}
979,{'rms_score': 3.2594797192668836},{'rms_score': 9.42822767210248}
980,{'rms_score': 1.7217375004700777},{'rms_score': 9.479204995669175}
981,{'rms_score': 1.9932524490862988},{'rms_score': 9.427097250080132}
982,{'rms_score': 1.5806342843662746},{'rms_score': 9.487405045407353}
983,{'rms_score': 3.3545185698489512},{'rms_score': 9.439791070225485}
984,{'rms_score': 3.4185801459441025},{'rms_score': 9.421970187039173}
985,{'rms_score': 1.2964257714322467},{'rms_score': 9.421690588954272}
986,{'rms_score': 1.1931764199550392},{'rms_score': 9.46561521340266}
987,{'rms_score': 2.9876409441934104},{'rms_score': 9.394328975808111}
988,{'rms_score': 2.2149408265032338},{'rms_score': 9.368549807956155}
989,{'rms_score': 4.612703707365233},{'rms_score': 9.408600996011687}
990,{'rms_score': 2.2249558048775078},{'rms_score': 9.394214624971406}
991,{'rms_score': 4.944318538575082},{'rms_score': 9.421846310161795}
992,{'rms_score': 4.417197712549807},{'rms_score': 9.384786909847337}
993,{'rms_score': 2.2588679894618933},{'rms_score': 9.416149317725422}
994,{'rms_score': 1.837031932077264},{'rms_score': 9.407881213595038}
995,{'rms_score': 3.1967726354768216},{'rms_score': 9.444354435401696}
996,{'rms_score': 2.2072495770808307},{'rms_score': 9.407637210486719}
997,{'rms_score': 4.023599285527885},{'rms_score': 9.416362794602321}
998,{'rms_score': 3.2204879507373363},{'rms_score': 9.414587406788216}
999,{'rms_score': 1.4447167868506385},{'rms_score': 9.471129730743648}
